School Expenditure/Student,Teacher-Student Ratio,Test Score Percentile,Mean Parent Income,HS Dropout Rate,Teenage Birth Rates
5.145,17,-1.21,65300,-0.01,0.223
5.145,17,-1.21,88500,-0.01,0.154
5.145,17,-1.21,61700,-0.01,0.229
5.145,17,-1.21,52600,-0.01,0.242
5.145,17,-1.21,46500,-0.01,0.209
5.145,17,-1.21,62800,-0.01,0.188
5.145,17,-1.21,71400,-0.01,0.177
5.594,15,-17.549,35800,-0.017,0.278
5.594,15,-17.549,44900,-0.017,0.219
5.594,15,-17.549,49100,-0.017,0.245
5.594,15,-17.549,43200,-0.017,0.257
5.042,17.1,-3.673,55700,-0.006,0.194
5.042,17.1,-3.673,82600,-0.006,0.186
5.042,17.1,-3.673,42800,-0.006,0.245
5.042,17.1,-3.673,66000,-0.006,0.171
5.947,15.3,-3.569,53700,-0.007,0.249
5.947,15.3,-3.569,48300,-0.007,0.265
5.947,15.3,-3.569,81200,-0.007,0.142
5.947,15.3,-3.569,55400,-0.007,0.215
5.947,15.3,-3.569,47900,-0.007,0.236
5.947,15.3,-3.569,75200,-0.007,0.171
5.947,15.3,-3.569,47900,-0.007,0.252
5.493,14.9,-10.92,52800,0.019,0.237
5.493,14.9,-10.92,37800,0.019,0.264
5.429,17.2,-8.166,40600,-0.009,0.237
5.429,17.2,-8.166,60500,-0.009,0.189
5.429,17.2,-8.166,36100,-0.009,0.228
5.429,17.2,-8.166,52900,-0.009,0.218
5.71,15.9,-2.106,55500,-0.018,0.226
5.71,15.9,-2.106,42300,-0.018,0.265
5.71,15.9,-2.106,63000,-0.018,0.201
5.71,15.9,-2.106,57500,-0.018,0.209
5.71,15.9,-2.106,58900,-0.018,0.194
5.71,15.9,-2.106,37700,-0.018,0.212
5.71,15.9,-2.106,37800,-0.018,0.224
5.252,14.8,15.04,,-0.03,
5.252,14.8,15.04,77200,-0.03,0.088
5.252,14.8,15.04,,-0.03,
5.252,14.8,15.04,,-0.03,
5.12,15.5,7.178,66700,-0.01,0.099
5.12,15.5,7.178,,-0.01,
4.768,15.5,12.972,85200,-0.022,0.07
4.768,15.5,12.972,58800,-0.022,0.097
4.768,15.5,12.972,64100,-0.022,0.097
5.042,15.4,7.676,85600,-0.014,0.101
5.042,15.4,7.676,,-0.014,
5.042,15.4,7.676,,-0.014,
5.042,15.4,7.676,,-0.014,
5.042,15.4,7.676,58300,-0.014,0.12
5.188,13.2,13.686,63500,-0.019,0.112
5.188,13.2,13.686,,-0.019,
5.188,13.2,13.686,,-0.019,
4.695,16.8,0.755,53600,0.012,0.122
4.695,16.8,0.755,59800,0.012,0.11
4.695,16.8,0.755,61800,0.012,0.144
4.695,16.8,0.755,73700,0.012,0.101
4.695,16.8,0.755,60700,0.012,0.135
4.695,16.8,0.755,76800,0.012,0.156
5.09,15.5,19.04,,-0.01,
5.09,15.5,19.04,51000,-0.01,0.17
4.736,14.1,6.127,49200,-0.027,0.138
4.736,14.1,6.127,,-0.027,
4.736,14.1,6.127,67700,-0.027,0.041
4.92,17.4,14.26,,-0.013,
4.92,17.4,14.26,75800,-0.013,0.11
4.92,17.4,14.26,,-0.013,
4.92,17.4,14.26,57400,-0.013,0.122
5.132,17.3,-0.6,79200,-0.004,0.073
5.132,17.3,-0.6,75900,-0.004,0.092
5.132,17.3,-0.6,59700,-0.004,0.075
5.132,17.3,-0.6,103300,-0.004,0.1
5.132,17.3,-0.6,61300,-0.004,0.087
5.094,13.9,4.794,49500,-0.006,0.105
5.094,13.9,4.794,,-0.006,
5.094,13.9,4.794,49400,-0.006,0.227
6.721,16.1,0.729,39900,0.064,0.233
6.721,16.1,0.729,,0.064,
4.964,14.8,16.809,48400,-0.019,0.101
4.964,14.8,16.809,49100,-0.019,0.119
5.023,12.8,11.09,,-0.042,
5.023,12.8,11.09,,-0.042,
5.358,14.3,,,,
5.358,14.3,,,,
5.099,17.7,8.612,79000,0.007,0.094
5.099,17.7,8.612,,0.007,
5.099,17.7,8.612,,0.007,
4.161,15.4,,,,
4.547,17.2,13.99,71000,-0.024,0.085
4.547,17.2,13.99,,-0.024,
5.546,13.9,-30.399,,,
5.546,13.9,-30.399,31400,,0.337
6.693,14.2,,,,
4.9,,-6.032,79600,-0.011,0.137
4.9,,-6.032,71200,-0.011,0.155
4.9,,-6.032,45000,-0.011,0.234
4.9,,-6.032,96900,-0.011,0.154
4.9,,-6.032,64000,-0.011,0.175
4.9,,-6.032,45900,-0.011,0.208
4.9,,-6.032,61000,-0.011,0.176
4.9,,-6.032,42100,-0.011,0.216
4.669,,-2.54,61300,-0.012,0.228
4.669,,-2.54,67400,-0.012,0.171
4.669,,-2.54,66700,-0.012,0.194
4.669,,-2.54,,-0.012,
4.441,,2.489,49000,-0.013,0.184
4.441,,2.489,52400,-0.013,0.203
4.441,,2.489,72100,-0.013,0.185
4.441,,2.489,59300,-0.013,0.232
4.441,,2.489,62700,-0.013,0.182
4.418,,0.409,46200,-0.004,0.192
4.418,,0.409,51700,-0.004,0.212
4.418,,0.409,42400,-0.004,0.198
4.418,,0.409,52300,-0.004,0.243
4.251,,-4.013,70700,-0.014,0.188
4.251,,-4.013,58000,-0.014,0.203
4.251,,-4.013,53200,-0.014,0.231
4.251,,-4.013,51600,-0.014,0.236
4.251,,-4.013,55300,-0.014,0.205
5.088,,-6.695,56800,0.014,0.155
5.088,,-6.695,72000,0.014,0.184
5.088,,-6.695,96800,0.014,0.201
5.088,,-6.695,46400,0.014,0.198
5.088,,-6.695,67500,0.014,0.201
5.088,,-6.695,80700,0.014,0.177
5.088,,-6.695,58900,0.014,0.198
5.088,,-6.695,82600,0.014,0.165
5.088,,-6.695,52400,0.014,0.23
5.088,,-6.695,173700,0.014,0.066
5.088,,-6.695,82400,0.014,0.161
5.185,,2.728,50600,-0.015,0.181
5.185,,2.728,61200,-0.015,0.198
5.185,,2.728,54600,-0.015,0.174
5.185,,2.728,78100,-0.015,0.156
5.185,,2.728,59100,-0.015,0.174
5.185,,2.728,72600,-0.015,0.161
5.185,,2.728,60800,-0.015,0.156
5.185,,2.728,57100,-0.015,0.193
5.185,,2.728,65800,-0.015,0.145
5.185,,2.728,64700,-0.015,0.168
4.965,,-8.155,51800,-0.009,0.191
4.965,,-8.155,48000,-0.009,0.235
4.965,,-8.155,58300,-0.009,0.228
4.965,,-8.155,44400,-0.009,0.249
4.965,,-8.155,75400,-0.009,0.206
4.506,,-3.4,43000,-0.024,0.236
4.506,,-3.4,44200,-0.024,0.211
4.506,,-3.4,62700,-0.024,0.206
4.506,,-3.4,57300,-0.024,0.193
4.506,,-3.4,59700,-0.024,0.188
3.92,,1.607,49000,-0.022,0.181
3.92,,1.607,55000,-0.022,0.211
3.92,,1.607,48300,-0.022,0.202
4.085,,-1.519,51300,-0.015,0.225
4.085,,-1.519,,-0.015,
4.085,,-1.519,59700,-0.015,0.227
4.085,,-1.519,53000,-0.015,0.225
4.951,,-3.103,62700,-0.005,0.216
4.951,,-3.103,43900,-0.005,0.289
4.951,,-3.103,,-0.005,
4.951,,-3.103,43700,-0.005,0.292
4.217,,-4.083,66500,-0.01,0.213
4.217,,-4.083,54400,-0.01,0.218
4.217,,-4.083,50300,-0.01,0.202
4.217,,-4.083,72300,-0.01,0.187
4.217,,-4.083,77900,-0.01,0.197
5.842,,2.41,43000,-0.027,0.196
5.842,,2.41,48200,-0.027,0.138
5.842,,2.41,,-0.027,
5.842,,2.41,66900,-0.027,0.172
5.168,15,3.891,58300,-0.009,0.251
5.168,15,3.891,52200,-0.009,0.252
5.168,15,3.891,54200,-0.009,0.235
5.168,15,3.891,76900,-0.009,0.189
5.168,15,3.891,59700,-0.009,0.196
5.168,15,3.891,54700,-0.009,0.207
4.923,17.1,-1.318,59600,0.013,0.265
4.923,17.1,-1.318,,0.013,
4.923,17.1,-1.318,60400,0.013,0.271
4.923,17.1,-1.318,,0.013,
4.923,17.1,-1.318,92400,0.013,0.219
4.923,17.1,-1.318,,0.013,
5.359,14.7,4.851,65400,-0.01,0.236
5.359,14.7,4.851,50500,-0.01,0.226
5.359,14.7,4.851,51600,-0.01,0.223
5.359,14.7,4.851,44500,-0.01,0.24
5.359,14.7,4.851,61500,-0.01,0.208
5.918,15.7,-2.187,58700,0.007,0.212
5.918,15.7,-2.187,34100,0.007,0.278
5.918,15.7,-2.187,43800,0.007,0.288
5.918,15.7,-2.187,56500,0.007,0.245
5.918,15.7,-2.187,,0.007,
5.918,15.7,-2.187,55000,0.007,0.225
5.918,15.7,-2.187,64300,0.007,0.219
5.918,15.7,-2.187,59500,0.007,0.253
5.918,15.7,-2.187,55900,0.007,0.252
5.821,14.5,6.765,58700,-0.014,0.138
5.821,14.5,6.765,57900,-0.014,0.207
5.821,14.5,6.765,73800,-0.014,0.207
5.09,15.8,2.695,,-0.005,
5.09,15.8,2.695,46800,-0.005,0.298
5.09,15.8,2.695,,-0.005,
5.09,15.8,2.695,58900,-0.005,0.293
5.09,15.8,2.695,99200,-0.005,0.153
5.845,15.8,1.064,50300,0.003,0.241
5.845,15.8,1.064,64500,0.003,0.144
5.845,15.8,1.064,69000,0.003,0.214
5.845,15.8,1.064,82500,0.003,0.157
5.845,15.8,1.064,66100,0.003,0.194
5.845,15.8,1.064,98600,0.003,0.11
5.845,15.8,1.064,60800,0.003,0.175
5.845,15.8,1.064,,0.003,
5.845,15.8,1.064,54400,0.003,0.211
5.845,15.8,1.064,60400,0.003,0.171
5.791,17,-1.559,76200,0.007,0.166
5.791,17,-1.559,72300,0.007,0.209
5.791,17,-1.559,116800,0.007,0.12
5.791,17,-1.559,80400,0.007,0.179
5.791,17,-1.559,93000,0.007,0.179
5.791,17,-1.559,60700,0.007,0.228
5.791,17,-1.559,105300,0.007,0.146
5.791,17,-1.559,45900,0.007,0.213
5.791,17,-1.559,55800,0.007,0.228
5.791,17,-1.559,74200,0.007,0.173
6.744,13,3.218,55000,-0.012,0.267
6.744,13,3.218,44900,-0.012,0.266
6.744,13,3.218,49900,-0.012,0.26
5.891,15.6,-2.109,61600,0.002,0.184
5.891,15.6,-2.109,62100,0.002,0.146
5.891,15.6,-2.109,50800,0.002,0.254
5.891,15.6,-2.109,79400,0.002,0.18
5.891,15.6,-2.109,60400,0.002,0.181
5.891,15.6,-2.109,52300,0.002,0.24
5.891,15.6,-2.109,123900,0.002,0.165
5.891,15.6,-2.109,99500,0.002,0.122
5.971,11.8,,,,
5.794,14.3,0.022,49300,-0.014,0.291
5.794,14.3,0.022,59600,-0.014,0.254
5.49,15.2,3.108,62500,-0.01,0.2
5.49,15.2,3.108,56700,-0.01,0.178
5.49,15.2,3.108,58900,-0.01,0.198
6.082,14.1,0.588,,-0.015,
6.082,14.1,0.588,48100,-0.015,0.303
6.082,14.1,0.588,,-0.015,
6.082,14.1,0.588,61500,-0.015,0.256
6.082,14.1,0.588,,-0.015,
5.56,14.9,1.721,58600,0.002,0.196
5.56,14.9,1.721,47400,0.002,0.269
5.56,14.9,1.721,52100,0.002,0.219
5.56,14.9,1.721,66600,0.002,0.232
5.65,16.7,10.619,81800,-0.01,0.187
5.65,16.7,10.619,63000,-0.01,0.232
5.65,16.7,10.619,60700,-0.01,0.252
6.227,15.2,1.182,79800,-0.005,0.203
6.227,15.2,1.182,57700,-0.005,0.224
6.227,15.2,1.182,48400,-0.005,0.235
6.227,15.2,1.182,49700,-0.005,0.269
6.333,12.6,-0.945,52600,-0.007,0.208
6.333,12.6,-0.945,,-0.007,
6.333,12.6,-0.945,33400,-0.007,0.277
6.922,10.7,8.631,,-0.031,
6.922,10.7,8.631,,-0.031,
6.922,10.7,8.631,,-0.031,
5.841,12.8,9.944,57700,-0.009,0.24
5.841,12.8,9.944,44000,-0.009,0.251
5.841,12.8,9.944,,-0.009,
5.841,12.8,9.944,,-0.009,
5.983,14.1,10.297,62500,-0.015,0.2
5.983,14.1,10.297,50200,-0.015,0.191
5.525,15.4,2.359,64700,0.006,0.285
5.525,15.4,2.359,60300,0.006,0.218
5.525,15.4,2.359,57100,0.006,0.214
5.525,15.4,2.359,68000,0.006,0.242
5.525,15.4,2.359,66200,0.006,0.161
5.525,15.4,2.359,72900,0.006,0.231
5.929,13.6,11,51000,-0.01,0.187
5.929,13.6,11,48300,-0.01,0.224
5.929,13.6,11,47200,-0.01,0.227
5.929,13.6,11,,-0.01,
5.929,13.6,11,54200,-0.01,0.239
5.929,13.6,11,65300,-0.01,0.212
6.028,15.9,-1.41,41900,0.012,0.25
6.028,15.9,-1.41,41600,0.012,0.265
6.028,15.9,-1.41,28600,0.012,0.299
6.028,15.9,-1.41,33900,0.012,0.275
6.538,13.7,3.792,67600,-0.017,0.117
6.538,13.7,3.792,71000,-0.017,0.211
6.538,13.7,3.792,,-0.017,
6.538,13.7,3.792,73300,-0.017,0.2
6.538,13.7,3.792,,-0.017,
5.916,13.4,7.926,45200,-0.016,0.274
5.916,13.4,7.926,,-0.016,
6.336,14.5,4.305,,-0.007,
6.336,14.5,4.305,45200,-0.007,0.315
6.336,14.5,4.305,,-0.007,
6.336,14.5,4.305,58400,-0.007,0.275
6.336,14.5,4.305,68900,-0.007,0.245
6.336,14.5,4.305,45800,-0.007,0.288
5.299,15.1,3.469,,-0.006,
5.299,15.1,3.469,,-0.006,
5.299,15.1,3.469,,-0.006,
5.299,15.1,3.469,,-0.006,
5.299,15.1,3.469,64900,-0.006,0.23
6.018,16.6,-1.675,157900,0.004,0.09
6.018,16.6,-1.675,63100,0.004,0.206
6.018,16.6,-1.675,98600,0.004,0.198
6.018,16.6,-1.675,113400,0.004,0.117
6.018,16.6,-1.675,73000,0.004,0.213
6.018,16.6,-1.675,63500,0.004,0.21
6.018,16.6,-1.675,121700,0.004,0.122
9.345,10.5,8.86,,-0.033,
9.345,10.5,8.86,,-0.033,
5.745,14.4,2.489,62400,-0.018,0.181
5.745,14.4,2.489,83500,-0.018,0.141
5.216,14.7,7.532,52700,-0.016,0.222
5.216,14.7,7.532,65100,-0.016,0.185
5.216,14.7,7.532,50100,-0.016,0.205
6.125,12.6,7.546,,-0.024,
6.125,12.6,7.546,48600,-0.024,0.259
6.125,12.6,7.546,54500,-0.024,0.223
11.336,12.6,-3.859,,0.01,
11.336,12.6,-3.859,51700,0.01,0.279
6.778,13.1,,,,
5.242,14.2,2.879,61500,-0.024,0.233
5.242,14.2,2.879,,-0.024,
5.242,14.2,2.879,59300,-0.024,0.277
6.042,14.2,5.65,,-0.014,
6.042,14.2,5.65,57000,-0.014,0.213
6.042,14.2,5.65,60200,-0.014,0.22
6.042,14.2,5.65,57500,-0.014,0.231
6.042,14.2,5.65,53200,-0.014,0.182
6.042,14.2,5.65,45900,-0.014,0.2
7.916,10.3,10.797,,-0.028,
7.916,10.3,10.797,50200,-0.028,0.212
7.916,10.3,10.797,,-0.028,
7.916,10.3,10.797,,-0.028,
7.916,10.3,10.797,,-0.028,
6.533,14,-8.178,36000,0.035,0.295
6.533,14,-8.178,26200,0.035,0.365
6.031,14,-2.206,,0.006,
6.031,14,-2.206,,0.006,
6.031,14,-2.206,,0.006,
6.031,14,-2.206,47800,0.006,0.258
7.216,12.5,13.841,,-0.01,
7.216,12.5,13.841,48900,-0.01,0.293
5.729,14.1,5.612,46500,-0.007,0.293
5.729,14.1,5.612,50100,-0.007,0.294
5.729,14.1,5.612,45900,-0.007,0.307
5.626,13.3,-1.516,,-0.022,
5.626,13.3,-1.516,,-0.022,
5.626,13.3,-1.516,80000,-0.022,0.311
6.463,13.8,1.524,58500,-0.012,0.201
6.463,13.8,1.524,54800,-0.012,0.201
6.463,13.8,1.524,54000,-0.012,0.247
6.463,13.8,1.524,55200,-0.012,0.245
6.349,14,-11.674,39800,0.012,0.287
6.349,14,-11.674,36300,0.012,0.306
5.495,14.9,10.5,65100,-0.005,0.159
5.495,14.9,10.5,62600,-0.005,0.201
5.388,14,-1.242,46100,-0.021,0.278
5.525,14.6,4.051,73500,-0.008,0.199
5.525,14.6,4.051,56100,-0.008,0.221
5.525,14.6,4.051,38200,-0.008,0.289
5.525,14.6,4.051,58900,-0.008,0.225
5.525,14.6,4.051,59300,-0.008,0.212
5.525,14.6,4.051,51200,-0.008,0.207
6.59,12.5,4.529,62800,-0.027,0.159
6.59,12.5,4.529,,-0.027,
6.59,12.5,4.529,63800,-0.027,0.181
5.695,15.4,-1.083,71500,-0.003,0.174
5.695,15.4,-1.083,52800,-0.003,0.239
5.695,15.4,-1.083,73800,-0.003,0.201
5.695,15.4,-1.083,45000,-0.003,0.295
5.695,15.4,-1.083,68700,-0.003,0.193
5.695,15.4,-1.083,47600,-0.003,0.242
5.695,15.4,-1.083,49500,-0.003,0.241
5.928,16.6,-0.276,85400,0.007,0.15
5.928,16.6,-0.276,69100,0.007,0.198
5.928,16.6,-0.276,51800,0.007,0.2
5.928,16.6,-0.276,54300,0.007,0.246
5.928,16.6,-0.276,80900,0.007,0.156
5.928,16.6,-0.276,76500,0.007,0.168
5.928,16.6,-0.276,96600,0.007,0.18
5.928,16.6,-0.276,66600,0.007,0.184
5.504,13.5,10.139,49300,-0.03,0.276
5.504,13.5,10.139,,-0.03,
5.504,13.5,10.139,54400,-0.03,0.211
6.223,16.6,-11.566,,0,
6.223,16.6,-11.566,51000,0,0.264
6.223,16.6,-11.566,44600,0,0.292
7.856,12.8,0.891,,-0.009,
7.856,12.8,0.891,51000,-0.009,0.25
7.856,12.8,0.891,62600,-0.009,0.242
6.72,11.4,16.151,,-0.035,
6.72,11.4,16.151,,-0.035,
5.212,16,-4.028,,-0.011,
5.212,16,-4.028,,-0.011,
5.212,16,-4.028,43800,-0.011,0.249
6.427,14,1.343,,-0.011,
6.427,14,1.343,43700,-0.011,0.328
6.427,14,1.343,58100,-0.011,0.25
6.427,14,1.343,54700,-0.011,0.296
7.087,10.4,,,,
5.251,17.2,1.012,31800,-0.013,0.252
8.484,10,,,,
5.958,13.9,1.487,63000,-0.01,0.209
5.958,13.9,1.487,45100,-0.01,0.239
5.958,13.9,1.487,36400,-0.01,0.245
5.958,13.9,1.487,48400,-0.01,0.249
4.922,22,0.549,62300,-0.011,0.173
4.922,22,0.549,64100,-0.011,0.145
4.922,22,0.549,82400,-0.011,0.133
4.631,21,4.096,76500,-0.015,0.156
4.631,21,4.096,76300,-0.015,0.136
4.631,21,4.096,64600,-0.015,0.149
7.307,16.1,1.942,,0.021,
7.307,16.1,1.942,,0.021,
7.307,16.1,1.942,68600,0.021,0.117
7.307,16.1,1.942,,0.021,
7.307,16.1,1.942,88700,0.021,0.174
7.307,16.1,1.942,77500,0.021,0.167
4.322,22.3,-8.394,110100,0.009,0.094
4.322,22.3,-8.394,93100,0.009,0.1
4.322,22.3,-8.394,102300,0.009,0.118
4.322,22.3,-8.394,142600,0.009,0.06
4.322,22.3,-8.394,76100,0.009,0.155
4.322,22.3,-8.394,98000,0.009,0.11
4.322,22.3,-8.394,87400,0.009,0.149
4.564,20.6,-3.364,56800,0.004,0.185
4.564,20.6,-3.364,67400,0.004,0.186
4.918,21.1,10.733,58600,-0.011,0.133
4.918,21.1,10.733,,-0.011,
4.918,21.1,10.733,69200,-0.011,0.16
6.369,18.2,1.621,55900,-0.034,0.156
4.742,22.2,-1.256,63900,-0.018,0.183
4.742,22.2,-1.256,66800,-0.018,0.153
4.742,22.2,-1.256,113200,-0.018,0.101
8.2,15.1,,,,
9.101,14.8,6.641,77100,,0.064
9.101,14.8,6.641,106400,,0.064
9.101,14.8,6.641,63400,,0.107
9.101,14.8,6.641,,,
9.101,14.8,6.641,69900,,0.082
9.101,14.8,6.641,72100,,0.078
5.638,,5.172,44300,0.023,0.233
5.638,,5.172,45700,0.023,0.226
6.177,,-0.367,117400,,0.085
6.177,,-0.367,52900,,0.182
6.177,,-0.367,73500,,0.164
6.177,,-0.367,67100,,0.128
6.177,,-0.367,59300,,0.156
6.177,,-0.367,62100,,0.178
6.177,,-0.367,69900,,0.131
6.177,,-0.367,71400,,0.176
6.177,,-0.367,94400,,0.174
6.003,,3.633,,,
6.003,,3.633,70100,,0.159
6.003,,3.633,,,
6.003,,3.633,,,
6.003,,3.633,59800,,0.157
6.003,,3.633,58800,,0.143
6.003,,3.633,51400,,0.188
6.003,,3.633,,,
6.003,,3.633,62100,,0.155
6.003,,3.633,80600,,0.084
6.003,,3.633,69200,,0.127
6.003,,3.633,70800,,0.164
5.919,,4.649,58200,,0.163
5.919,,4.649,,,
5.919,,4.649,107600,,0.096
5.919,,4.649,71000,,0.166
5.919,,4.649,126900,,0.096
5.919,,4.649,97500,,0.081
5.919,,4.649,120800,,0.099
5.919,,4.649,,,
5.919,,4.649,72400,,0.153
5.919,,4.649,79500,,0.118
5.919,,4.649,83900,,0.081
5.919,,4.649,71200,,0.153
5.919,,4.649,49100,,0.243
5.919,,4.649,80900,,0.113
5.919,,4.649,61100,,0.206
5.919,,4.649,52100,,0.24
5.919,,4.649,49400,,0.281
5.263,,3.333,61900,,0.162
5.263,,3.333,55100,,0.164
5.263,,3.333,84300,,0.117
5.263,,3.333,59800,,0.167
5.263,,3.333,59800,,0.188
5.263,,3.333,81600,,0.168
5.618,15.2,-2.029,62400,-0.015,0.139
5.618,15.2,-2.029,53800,-0.015,0.146
5.618,15.2,-2.029,50100,-0.015,0.143
5.618,15.2,-2.029,67100,-0.015,0.144
5.618,15.2,-2.029,59300,-0.015,0.168
5.618,15.2,-2.029,62500,-0.015,0.146
6.208,16.6,3.084,82300,-0.002,0.098
6.208,16.6,3.084,,-0.002,
6.208,16.6,3.084,55900,-0.002,0.161
6.208,16.6,3.084,60200,-0.002,0.174
6.208,16.6,3.084,57800,-0.002,0.187
6.208,16.6,3.084,80800,-0.002,0.103
6.208,16.6,3.084,63600,-0.002,0.175
6.208,16.6,3.084,101100,-0.002,0.108
6.208,16.6,3.084,86600,-0.002,0.118
6.208,16.6,3.084,71100,-0.002,0.213
6.208,16.6,3.084,82300,-0.002,0.123
6.208,16.6,3.084,50800,-0.002,0.145
5.389,,4.092,45200,-0.003,0.236
5.389,,4.092,46900,-0.003,0.182
5.389,,4.092,,-0.003,
5.389,,4.092,54200,-0.003,0.192
5.389,,4.092,48000,-0.003,0.208
5.389,,4.092,51100,-0.003,0.199
5.389,,4.092,52400,-0.003,0.191
5.389,,4.092,53700,-0.003,0.175
5.539,,-2.82,61800,-0.012,0.182
5.539,,-2.82,85400,-0.012,0.181
5.539,,-2.82,89000,-0.012,0.128
5.539,,-2.82,103200,-0.012,0.104
5.539,,-2.82,76300,-0.012,0.179
6.326,16.6,0.058,99500,-0.003,0.164
6.326,16.6,0.058,82400,-0.003,0.153
6.326,16.6,0.058,87300,-0.003,0.13
6.326,16.6,0.058,49600,-0.003,0.166
5.79,,7.398,47200,-0.019,0.127
5.79,,7.398,48800,-0.019,0.178
5.79,,7.398,57400,-0.019,0.166
5.79,,7.398,,-0.019,
4.996,,1.402,58800,,0.219
4.996,,1.402,61300,,0.19
4.996,,1.402,52500,,0.189
4.996,,1.402,56200,,0.133
4.996,,1.402,49900,,0.223
5.966,,3.348,68500,,0.14
5.966,,3.348,71400,,0.162
5.966,,3.348,111600,,0.124
5.966,,3.348,62000,,0.102
5.966,,3.348,58900,,0.141
5.966,,3.348,57300,,0.159
5.966,,3.348,52100,,0.164
5.966,,3.348,105900,,0.079
5.966,,3.348,74600,,0.181
5.966,,3.348,59200,,0.184
5.966,,3.348,60500,,0.197
5.966,,3.348,105100,,0.066
5.966,,3.348,,,
5.74,,4.227,52300,,0.21
5.74,,4.227,50500,,0.147
5.74,,4.227,65900,,0.2
5.499,15.9,5.775,51800,-0.006,0.189
5.499,15.9,5.775,78700,-0.006,0.154
5.499,15.9,5.775,63100,-0.006,0.145
5.499,15.9,5.775,90000,-0.006,0.132
5.499,15.9,5.775,51000,-0.006,0.135
7.336,20.5,-8.035,60100,,0.18
7.336,20.5,-8.035,64900,,0.185
6.269,20.6,-1.827,77300,,0.138
6.269,20.6,-1.827,71800,,0.149
6.609,19.5,3.012,68800,,0.13
6.609,19.5,3.012,83400,,0.124
6.828,20.2,-1.219,49500,,0.186
6.828,20.2,-1.219,58200,,0.144
6.828,20.2,-1.219,57400,,0.142
6.604,21,-0.108,75600,,0.109
6.604,21,-0.108,140400,,0.077
6.604,21,-0.108,89200,,0.108
6.604,21,-0.108,67600,,0.152
6.604,21,-0.108,65700,,0.15
6.604,21,-0.108,84800,,0.126
6.604,21,-0.108,78400,,0.134
6.604,21,-0.108,93700,,0.095
6.604,21,-0.108,81600,,0.103
7.026,20.9,-10.483,78100,,0.105
7.026,20.9,-10.483,64000,,0.2
6.766,18.3,-3.884,195100,,0.052
5.912,21.1,5.12,84800,,0.096
5.979,14.7,-6.483,46400,-0.017,0.148
5.979,14.7,-6.483,41500,-0.017,0.15
5.979,14.7,-6.483,55100,-0.017,0.154
5.979,14.7,-6.483,,-0.017,
6.254,15.7,-9.146,60500,0.006,0.171
6.254,15.7,-9.146,46000,0.006,0.166
6.254,15.7,-9.146,80500,0.006,0.154
6.254,15.7,-9.146,47300,0.006,0.186
6.254,15.7,-9.146,55700,0.006,0.163
6.254,15.7,-9.146,90900,0.006,0.122
6.065,14.8,-6.952,53500,-0.008,0.138
6.065,14.8,-6.952,,-0.008,
6.065,14.8,-6.952,56300,-0.008,0.129
6.065,14.8,-6.952,56100,-0.008,0.125
6.717,14.8,-10.746,47600,0.001,0.143
6.717,14.8,-10.746,47500,0.001,0.151
6.507,16,-6.397,,-0.008,
6.507,16,-6.397,66500,-0.008,0.145
6.507,16,-6.397,65300,-0.008,0.111
6.507,16,-6.397,86500,-0.008,0.106
6.507,16,-6.397,52900,-0.008,0.117
6.507,16,-6.397,48200,-0.008,0.116
6.099,16,-6.88,53300,-0.002,0.178
6.099,16,-6.88,56400,-0.002,0.14
6.099,16,-6.88,67900,-0.002,0.161
6.099,16,-6.88,45800,-0.002,0.171
6.238,16.1,-10.275,53200,-0.011,0.151
6.238,16.1,-10.275,52600,-0.011,0.156
6.846,14.9,-8.757,42400,-0.006,0.218
6.846,14.9,-8.757,55300,-0.006,0.161
7.103,16.5,4.856,50600,-0.028,0.21
7.103,16.5,4.856,66300,-0.028,0.102
7.103,16.5,4.856,72700,-0.028,0.099
7.103,16.5,4.856,89300,-0.028,0.086
7.103,16.5,4.856,84800,-0.028,0.105
7.103,16.5,4.856,69700,-0.028,0.088
7.103,16.5,4.856,90500,-0.028,0.084
7.119,16.3,7.588,60400,,0.112
7.119,16.3,7.588,64400,,0.106
7.119,16.3,7.588,65000,,0.078
7.359,15.7,6.642,76900,-0.027,0.115
7.359,15.7,6.642,60800,-0.027,0.111
7.359,15.7,6.642,58700,-0.027,0.207
7.359,15.7,6.642,59000,-0.027,0.113
6.849,16.4,3.521,104100,,0.095
6.849,16.4,3.521,78900,,0.081
6.849,16.4,3.521,75000,,0.099
6.849,16.4,3.521,69900,,0.103
8.83,16.3,7.446,56400,,0.142
8.83,16.3,7.446,73900,,0.105
6.88,17.1,4.955,85100,-0.026,0.059
6.88,17.1,4.955,86100,-0.026,0.094
6.88,17.1,4.955,76500,-0.026,0.097
6.88,17.1,4.955,101900,-0.026,0.089
6.88,17.1,4.955,79200,-0.026,0.116
6.88,17.1,4.955,60000,-0.026,0.144
6.88,17.1,4.955,97700,-0.026,0.093
7.953,15.2,3.277,79900,,0.093
7.953,15.2,3.277,118900,,0.078
7.953,15.2,3.277,65500,,0.09
7.953,15.2,3.277,63000,,0.118
7.953,15.2,3.277,72700,,0.094
7.953,15.2,3.277,83600,,0.109
8.237,14.8,8.85,62100,,0.12
8.237,14.8,8.85,65100,,0.1
8.237,14.8,8.85,85300,,0.083
8.237,14.8,8.85,62300,,0.103
7.74,17,-4.162,80800,0.001,0.106
7.74,17,-4.162,83000,0.001,0.104
