STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
29,225,Webster, MO,36202,37.263337,-92.907363
29,227,Worth, MO,2171,40.482258,-94.438797
29,229,Wright, MO,18815,37.192204,-92.429174
29,510,St. Louis, MO,319294,38.623609,-90.252991
30,1,Beaverhead, MT,9246,45.221056,-112.696186
30,3,Big Horn, MT,12865,45.565831,-107.502778
30,5,Blaine, MT,6491,48.441261,-108.899086
30,7,Broadwater, MT,5612,46.302846,-111.535578
30,9,Carbon, MT,10078,45.321484,-109.084478
30,11,Carter, MT,1160,45.679127,-104.523733
30,13,Cascade, MT,81327,47.491839,-111.306258
30,15,Chouteau, MT,5813,47.956366,-110.403274
30,17,Custer, MT,11699,46.403369,-105.817008
30,19,Daniels, MT,1751,48.783416,-105.43032
30,21,Dawson, MT,8966,47.134482,-104.750559
30,23,Deer Lodge, MT,9298,46.137755,-112.954087
30,25,Fallon, MT,2890,46.358863,-104.309448
30,27,Fergus, MT,11586,47.097548,-109.417095
30,29,Flathead, MT,90928,48.247204,-114.279524
30,31,Gallatin, MT,89513,45.682805,-111.128283
30,33,Garfield, MT,1206,47.299773,-106.97783
30,35,Glacier, MT,13399,48.60292,-112.799156
30,37,Golden Valley, MT,884,46.287061,-109.139695
30,39,Granite, MT,3079,46.448832,-113.293879
30,41,Hill, MT,16096,48.515786,-109.762794
30,43,Jefferson, MT,11406,46.254092,-112.053101
30,45,Judith Basin, MT,2072,47.102395,-110.177445
30,47,Lake, MT,28746,47.601938,-114.120003
30,49,Lewis and Clark, MT,63395,46.64477,-112.021955
30,51,Liberty, MT,2339,48.563509,-111.000283
30,53,Lincoln, MT,19687,48.545504,-115.437677
30,55,McCone, MT,1734,47.561984,-105.644548
30,57,Madison, MT,7691,45.43599,-111.949217
30,59,Meagher, MT,1891,46.526827,-110.875445
30,61,Mineral, MT,4223,47.185566,-114.899744
30,63,Missoula, MT,109299,46.875472,-114.019007
30,65,Musselshell, MT,4538,46.417552,-108.490425
30,67,Park, MT,15636,45.59709,-110.599015
30,69,Petroleum, MT,494,47.012441,-108.296716
30,71,Phillips, MT,4253,48.374315,-107.857685
30,73,Pondera, MT,6153,48.210126,-112.14458
30,75,Powder River, MT,1743,45.440737,-105.535004
30,77,Powell, MT,7027,46.449212,-112.760484
30,79,Prairie, MT,1179,46.807847,-105.269953
30,81,Ravalli, MT,40212,46.352649,-114.117267
30,83,Richland, MT,9746,47.718572,-104.203904
30,85,Roosevelt, MT,10425,48.132541,-105.24766
30,87,Rosebud, MT,9233,45.907996,-106.611337
30,89,Sanders, MT,11413,47.636131,-115.177085
30,91,Sheridan, MT,3384,48.737464,-104.499376
30,93,Silver Bow, MT,34200,45.98796,-112.524356
30,95,Stillwater, MT,9117,45.613806,-109.249493
30,97,Sweet Grass, MT,3651,45.830248,-109.915919
30,99,Teton, MT,6073,47.771875,-112.054612
30,101,Toole, MT,5324,48.585262,-111.85338
30,103,Treasure, MT,718,46.255884,-107.241002
30,105,Valley, MT,7369,48.233939,-106.546143
30,107,Wheatland, MT,2168,46.459736,-109.844091
30,109,Wibaux, MT,1017,46.969011,-104.196159
30,111,Yellowstone, MT,147972,45.791309,-108.539417
31,1,Adams, NE,31364,40.583763,-98.414536
31,3,Antelope, NE,6685,42.149596,-98.05683
31,5,Arthur, NE,460,41.569808,-101.673813
31,7,Banner, NE,690,41.557925,-103.702088
31,9,Blaine, NE,478,41.901108,-100.007203
31,11,Boone, NE,5505,41.68018,-98.01636
31,13,Box Butte, NE,11308,42.13504,-102.903704
31,15,Boyd, NE,2099,42.891084,-98.730816
31,17,Brown, NE,3145,42.538836,-99.852141
31,19,Buffalo, NE,46102,40.737667,-99.07016
31,21,Burt, NE,6858,41.845797,-96.34254
31,23,Butler, NE,8395,41.248949,-97.141234
31,25,Cass, NE,25241,40.946526,-96.062535
31,27,Cedar, NE,8852,42.576273,-97.25486
31,29,Chase, NE,3966,40.500254,-101.619767
31,31,Cherry, NE,5713,42.784561,-100.754886
31,33,Cheyenne, NE,9998,41.166245,-102.982623
31,35,Clay, NE,6542,40.545465,-98.029666
31,37,Colfax, NE,10515,41.517571,-97.076554
31,39,Cuming, NE,9139,41.897578,-96.759175
31,41,Custer, NE,10939,41.401093,-99.672832
31,43,Dakota, NE,21006,42.445678,-96.441515
31,45,Dawes, NE,9182,42.785306,-103.066266
31,47,Dawson, NE,24326,40.828531,-99.858944
31,49,Deuel, NE,1941,41.088793,-102.345568
31,51,Dixon, NE,6000,42.438517,-96.830002
31,53,Dodge, NE,36691,41.473485,-96.53063
31,55,Douglas, NE,517110,41.25991,-96.061471
31,57,Dundy, NE,2008,40.093189,-101.601584
31,59,Fillmore, NE,5890,40.540682,-97.578024
31,61,Franklin, NE,3225,40.187621,-98.946914
31,63,Frontier, NE,2756,40.607972,-100.404194
31,65,Furnas, NE,4959,40.248006,-99.925599
31,67,Gage, NE,22311,40.274482,-96.714139
31,69,Garden, NE,2057,41.422768,-102.320765
31,71,Garfield, NE,2049,41.800943,-99.107238
31,73,Gosper, NE,2044,40.592124,-99.830993
31,75,Grant, NE,614,41.984368,-101.731402
31,77,Greeley, NE,2538,41.556319,-98.497703
31,79,Hall, NE,58607,40.915597,-98.377535
31,81,Hamilton, NE,9124,40.878695,-98.021089
31,83,Harlan, NE,3423,40.145693,-99.40221
31,85,Hayes, NE,967,40.49563,-101.058515
31,87,Hitchcock, NE,2908,40.211961,-101.006845
31,89,Holt, NE,10435,42.4584,-98.742988
31,91,Hooker, NE,736,42.016041,-101.062839
31,93,Howard, NE,6274,41.189549,-98.493475
31,95,Jefferson, NE,7547,40.164028,-97.140354
31,97,Johnson, NE,5217,40.401369,-96.228933
31,99,Kearney, NE,6489,40.506264,-98.992742
31,101,Keith, NE,8368,41.141877,-101.696492
31,103,Keya Paha, NE,824,42.868344,-99.703607
31,105,Kimball, NE,3821,41.232889,-103.660711
31,107,Knox, NE,8701,42.61911,-97.786962
31,109,Lancaster, NE,285407,40.801058,-96.673551
31,111,Lincoln, NE,36288,41.119635,-100.78923
31,113,Logan, NE,763,41.484178,-100.500737
31,115,Loup, NE,632,41.816483,-99.402546
31,117,McPherson, NE,539,41.57331,-100.986347
31,119,Madison, NE,34876,42.003908,-97.461692
31,121,Merrick, NE,7845,41.1312,-98.039353
31,123,Morrill, NE,5042,41.707123,-103.159224
31,125,Nance, NE,3735,41.403829,-97.895028
31,127,Nemaha, NE,7248,40.403957,-95.836309
31,129,Nuckolls, NE,4500,40.115021,-98.061108
31,131,Otoe, NE,15740,40.669495,-96.029874
31,133,Pawnee, NE,2773,40.134921,-96.184059
31,135,Perkins, NE,2970,40.847278,-101.672531
31,137,Phelps, NE,9188,40.468151,-99.406756
31,139,Pierce, NE,7266,42.262663,-97.591986
31,141,Platte, NE,32237,41.469013,-97.387409
31,143,Polk, NE,5406,41.174759,-97.555813
31,145,Red Willow, NE,11055,40.205475,-100.587807
31,147,Richardson, NE,8363,40.099947,-95.673464
31,149,Rock, NE,1526,42.536442,-99.495235
31,151,Saline, NE,14200,40.578252,-97.02001
31,153,Sarpy, NE,158840,41.153107,-96.033892
31,155,Saunders, NE,20780,41.199571,-96.571016
31,157,Scotts Bluff, NE,36970,41.865018,-103.68038
31,159,Seward, NE,16750,40.873593,-97.106037
31,161,Sheridan, NE,5469,42.699305,-102.398893
31,163,Sherman, NE,3152,41.223634,-98.97165
31,165,Sioux, NE,1311,42.379652,-103.825082
31,167,Stanton, NE,6129,41.985653,-97.251636
31,169,Thayer, NE,5228,40.179229,-97.62535
31,171,Thomas, NE,647,41.966823,-100.546734
31,173,Thurston, NE,6940,42.159409,-96.515688
31,175,Valley, NE,4260,41.57337,-98.947749
31,177,Washington, NE,20234,41.507053,-96.158296
31,179,Wayne, NE,9595,42.22193,-97.063062
31,181,Webster, NE,3812,40.200266,-98.485192
31,183,Wheeler, NE,818,41.880574,-98.543873
31,185,York, NE,13665,40.864374,-97.605431
32,1,Churchill, NV,24877,39.473584,-118.795661
32,3,Clark, NV,1951269,36.143366,-115.14994
32,5,Douglas, NV,46997,38.956913,-119.755928
32,7,Elko, NV,48818,40.870907,-115.518595
32,9,Esmeralda, NV,783,37.708803,-117.677756
32,11,Eureka, NV,1987,39.866898,-116.147686
32,13,Humboldt, NV,16528,41.034176,-117.745055
32,15,Lander, NV,5775,40.520911,-116.94321
32,17,Lincoln, NV,5345,37.6903,-114.644504
32,19,Lyon, NV,51980,39.34878,-119.325133
32,21,Mineral, NV,4772,38.590037,-118.638693
32,23,Nye, NV,43946,36.468656,-116.165792
32,27,Pershing, NV,6753,40.34344,-118.294549
32,29,Storey, NV,4010,39.389364,-119.624138
32,31,Washoe, NV,421407,39.535558,-119.795493
32,33,White Pine, NV,10030,39.273238,-114.862381
32,510,Carson City, NV,55274,39.166134,-119.753711
33,1,Belknap, NH,60088,43.5174,-71.44059
33,3,Carroll, NH,47818,43.810972,-71.166412
33,5,Cheshire, NH,77117,42.898264,-72.262715
33,7,Coos, NH,33055,44.550062,-71.36275
33,9,Grafton, NH,89118,43.838874,-71.953268
33,11,Hillsborough, NH,400721,42.879889,-71.532928
33,13,Merrimack, NH,146445,43.246442,-71.586214
33,15,Rockingham, NH,295223,42.936726,-71.104266
33,17,Strafford, NH,123143,43.247646,-70.954943
33,19,Sullivan, NH,43742,43.367422,-72.259352
34,1,Atlantic, NJ,274549,39.427562,-74.583452
34,3,Bergen, NJ,905116,40.918799,-74.057383
34,5,Burlington, NJ,448734,39.982667,-74.834269
34,7,Camden, NJ,513657,39.86401,-75.027836
34,9,Cape May, NJ,97265,39.095952,-74.807133
34,11,Cumberland, NJ,156898,39.428284,-75.087728
34,13,Essex, NJ,783969,40.768705,-74.216402
34,15,Gloucester, NJ,288288,39.749187,-75.127456
34,17,Hudson, NJ,634266,40.742925,-74.061278
34,19,Hunterdon, NJ,128349,40.572183,-74.896782
34,21,Mercer, NJ,366513,40.255566,-74.70034
34,23,Middlesex, NJ,809858,40.485529,-74.387921
34,25,Monmouth, NJ,630380,40.291301,-74.14773
34,27,Morris, NJ,492276,40.859552,-74.501661
34,29,Ocean, NJ,576567,39.973657,-74.21461
34,31,Passaic, NJ,501226,40.925361,-74.191473
34,33,Salem, NJ,66083,39.625938,-75.37658
34,35,Somerset, NJ,323444,40.561176,-74.578798
34,37,Sussex, NJ,149265,41.091219,-74.654037
34,39,Union, NJ,536499,40.659609,-74.294239
34,41,Warren, NJ,108692,40.795162,-75.016426
35,1,Bernalillo, NM,662564,35.107877,-106.616039
35,3,Catron, NM,3725,33.928093,-108.549207
35,5,Chaves, NM,65645,33.364652,-104.51261
35,6,Cibola, NM,27213,35.113977,-107.804609
35,7,Colfax, NM,13750,36.702618,-104.643736
35,9,Curry, NM,48376,34.420099,-103.215708
35,11,De Baca, NM,2022,34.465462,-104.257875
35,13,Do–a Ana, NM,209233,32.247294,-106.728697
35,15,Eddy, NM,53829,32.547601,-104.291387
35,17,Grant, NM,29514,32.780455,-108.242693
35,19,Guadalupe, NM,4687,34.930036,-104.792489
35,21,Harding, NM,695,35.861023,-103.984528
35,23,Hidalgo, NM,4894,32.275633,-108.76674
35,25,Lea, NM,64727,32.753117,-103.193711
35,27,Lincoln, NM,20497,33.420964,-105.631173
35,28,Los Alamos, NM,17950,35.868766,-106.270283
35,29,Luna, NM,25095,32.217487,-107.740412
35,31,McKinley, NM,71492,35.511504,-108.63423
35,33,Mora, NM,4881,35.99928,-105.241049
35,35,Otero, NM,63797,32.806642,-105.989844
35,37,Quay, NM,9041,35.180626,-103.65613
35,39,Rio Arriba, NM,40246,36.201002,-106.204801
35,41,Roosevelt, NM,19846,34.167549,-103.348217
35,43,Sandoval, NM,131561,35.328605,-106.64926
35,45,San Juan, NM,130044,36.72194,-108.220647
35,47,San Miguel, NM,29393,35.573296,-105.309684
35,49,Santa Fe, NM,144170,35.630805,-106.004953
35,51,Sierra, NM,11988,33.109273,-107.277841
35,53,Socorro, NM,17866,34.153828,-106.957793
35,55,Taos, NM,32937,36.433447,-105.609376
35,57,Torrance, NM,16383,34.867124,-106.100997
35,59,Union, NM,4549,36.455575,-103.262118
35,61,Valencia, NM,76569,34.752149,-106.722542
36,1,Albany, NY,304204,42.678976,-73.81304
36,3,Allegany, NY,48946,42.228245,-78.019297
36,5,Bronx, NY,1385108,40.849354,-73.882363
36,7,Broome, NY,200600,42.121306,-75.934245
36,9,Cattaraugus, NY,80317,42.224267,-78.607656
36,11,Cayuga, NY,80026,42.93537,-76.560044
36,13,Chautauqua, NY,134905,42.246256,-79.314671
36,15,Chemung, NY,88830,42.118262,-76.813046
36,17,Chenango, NY,50477,42.481195,-75.570326
36,19,Clinton, NY,82128,44.730039,-73.545325
36,21,Columbia, NY,63096,42.273336,-73.681049
36,23,Cortland, NY,49336,42.59613,-76.145474
36,25,Delaware, NY,47980,42.244535,-74.993985
36,27,Dutchess, NY,297488,41.681015,-73.839417
36,29,Erie, NY,919040,42.889478,-78.792596
36,31,Essex, NY,39370,44.174474,-73.689906
36,33,Franklin, NY,51599,44.712835,-74.344365
36,35,Fulton, NY,55531,43.059172,-74.330346
36,37,Genesee, NY,60079,42.999625,-78.173095
36,39,Greene, NY,49221,42.299303,-73.975873
36,41,Hamilton, NY,4836,43.612034,-74.385121
36,43,Herkimer, NY,64519,43.070536,-74.995034
36,45,Jefferson, NY,116229,44.019125,-75.89664
36,47,Kings, NY,2504700,40.650523,-73.954811
36,49,Lewis, NY,27087,43.789217,-75.449321
36,51,Livingston, NY,65393,42.766358,-77.7642
36,53,Madison, NY,73442,42.984471,-75.717386
36,55,Monroe, NY,744344,43.161503,-77.619988
36,57,Montgomery, NY,50219,42.933549,-74.343088
36,59,Nassau, NY,1339532,40.716587,-73.602242
36,61,New York, NY,1585873,40.777958,-73.966303
36,63,Niagara, NY,216469,43.134704,-78.852109
36,65,Oneida, NY,234878,43.147454,-75.359106
36,67,Onondaga, NY,467026,43.067188,-76.167442
36,69,Ontario, NY,107931,42.899374,-77.260129
36,71,Orange, NY,372813,41.422034,-74.243059
36,73,Orleans, NY,42883,43.248317,-78.223294
36,75,Oswego, NY,122109,43.391821,-76.313145
36,77,Otsego, NY,62259,42.563531,-75.060062
36,79,Putnam, NY,99710,41.411282,-73.717247
36,81,Queens, NY,2230722,40.721294,-73.833451
36,83,Rensselaer, NY,159429,42.699991,-73.629889
36,85,Richmond, NY,468730,40.588523,-74.137304
36,87,Rockland, NY,311687,41.127623,-74.019039
36,89,St. Lawrence, NY,111944,44.651458,-75.149708
36,91,Saratoga, NY,219607,43.008801,-73.785787
36,93,Schenectady, NY,154727,42.809284,-73.946182
36,95,Schoharie, NY,32749,42.642508,-74.436027
36,97,Schuyler, NY,18343,42.387815,-76.869122
36,99,Seneca, NY,35251,42.827354,-76.828521
36,101,Steuben, NY,98990,42.266288,-77.320329
36,103,Suffolk, NY,1493350,40.821924,-73.113775
36,105,Sullivan, NY,77547,41.700086,-74.707459
36,107,Tioga, NY,51125,42.12098,-76.297151
36,109,Tompkins, NY,101564,42.460259,-76.477416
36,111,Ulster, NY,182493,41.841064,-74.100745
36,113,Warren, NY,65707,43.396992,-73.714626
36,115,Washington, NY,63216,43.290255,-73.458693
36,117,Wayne, NY,93772,43.143734,-77.126682
36,119,Westchester, NY,949113,41.040536,-73.804532
36,121,Wyoming, NY,42155,42.725754,-78.218884
36,123,Yates, NY,25348,42.633657,-77.078037
37,1,Alamance, NC,151131,36.071263,-79.414193
37,3,Alexander, NC,37198,35.890299,-81.191638
37,5,Alleghany, NC,11155,36.498332,-81.105731
37,7,Anson, NC,26948,34.972824,-80.110145
37,9,Ashe, NC,27281,36.415077,-81.489759
37,11,Avery, NC,17797,36.07632,-81.943907
37,13,Beaufort, NC,47759,35.519484,-76.956571
37,15,Bertie, NC,21282,36.083776,-76.968883
37,17,Bladen, NC,35190,34.607845,-78.64109
37,19,Brunswick, NC,107431,34.03637,-78.229195
37,21,Buncombe, NC,238318,35.587674,-82.550087
37,23,Burke, NC,90912,35.730474,-81.638347
37,25,Cabarrus, NC,178011,35.399234,-80.612525
37,27,Caldwell, NC,83029,35.873614,-81.503741
37,29,Camden, NC,9980,36.36267,-76.19176
37,31,Carteret, NC,66469,34.746773,-76.804454
37,33,Caswell, NC,23719,36.402606,-79.361931
37,35,Catawba, NC,154358,35.695409,-81.245839
37,37,Chatham, NC,63505,35.744124,-79.236572
37,39,Cherokee, NC,27444,35.106484,-84.016472
37,41,Chowan, NC,14793,36.116754,-76.626254
37,43,Clay, NC,10587,35.035248,-83.807512
37,45,Cleveland, NC,98078,35.292496,-81.517017
37,47,Columbus, NC,58098,34.27927,-78.709221
37,49,Craven, NC,103505,35.066758,-77.038555
37,51,Cumberland, NC,319431,35.056493,-78.936138
37,53,Currituck, NC,23547,36.391946,-76.00904
37,55,Dare, NC,33920,35.907564,-75.674875
37,57,Davidson, NC,162878,35.853743,-80.199539
37,59,Davie, NC,41240,35.929813,-80.52158
37,61,Duplin, NC,58505,34.936096,-77.943354
37,63,Durham, NC,267587,35.989801,-78.9062
37,65,Edgecombe, NC,56552,35.903736,-77.656297
37,67,Forsyth, NC,350670,36.106431,-80.256625
37,69,Franklin, NC,60619,36.047826,-78.340858
37,71,Gaston, NC,206086,35.275594,-81.156574
37,73,Gates, NC,12197,36.46589,-76.706157
37,75,Graham, NC,8861,35.330969,-83.787962
37,77,Granville, NC,59916,36.223855,-78.657114
37,79,Greene, NC,21362,35.468776,-77.669536
37,81,Guilford, NC,488406,36.065215,-79.850251
37,83,Halifax, NC,54691,36.353153,-77.672949
37,85,Harnett, NC,114678,35.359863,-78.847096
37,87,Haywood, NC,59036,35.517983,-82.939915
37,89,Henderson, NC,106740,35.34095,-82.472355
37,91,Hertford, NC,24669,36.351304,-77.009973
37,93,Hoke, NC,46952,34.989624,-79.177133
37,95,Hyde, NC,5810,35.43421,-76.208134
37,97,Iredell, NC,159437,35.707328,-80.869103
37,99,Jackson, NC,40271,35.335275,-83.202489
37,101,Johnston, NC,168878,35.560263,-78.411954
37,103,Jones, NC,10153,35.027454,-77.353062
37,105,Lee, NC,57866,35.459779,-79.173135
37,107,Lenoir, NC,59495,35.262323,-77.631874
37,109,Lincoln, NC,78265,35.485027,-81.178511
37,111,McDowell, NC,44996,35.667958,-82.021507
37,113,Macon, NC,33922,35.157148,-83.380756
37,115,Madison, NC,20764,35.839078,-82.638666
37,117,Martin, NC,24505,35.83274,-77.100767
37,119,Mecklenburg, NC,919628,35.223469,-80.81662
37,121,Mitchell, NC,15579,35.962278,-82.114348
37,123,Montgomery, NC,27798,35.338988,-79.88204
37,125,Moore, NC,88247,35.244618,-79.44678
37,127,Nash, NC,95840,35.947411,-77.923901
37,129,New Hanover, NC,202667,34.211687,-77.879277
37,131,Northampton, NC,22099,36.431948,-77.434731
37,133,Onslow, NC,177772,34.741545,-77.400612
37,135,Orange, NC,133801,35.978596,-79.081244
37,137,Pamlico, NC,13144,35.105356,-76.775886
37,139,Pasquotank, NC,40661,36.293502,-76.246298
37,141,Pender, NC,52217,34.469476,-77.836015
37,143,Perquimans, NC,13453,36.181299,-76.424403
37,145,Person, NC,39464,36.373422,-78.970901
37,147,Pitt, NC,168148,35.57917,-77.381178
37,149,Polk, NC,20510,35.258669,-82.17545
37,151,Randolph, NC,141752,35.766292,-79.827981
37,153,Richmond, NC,46639,34.943604,-79.733496
37,155,Robeson, NC,134168,34.674582,-79.093867
37,157,Rockingham, NC,93643,36.402247,-79.772606
37,159,Rowan, NC,138428,35.620395,-80.521966
37,161,Rutherford, NC,67810,35.348446,-81.894978
37,163,Sampson, NC,63431,35.033839,-78.396164
37,165,Scotland, NC,36157,34.786334,-79.47868
37,167,Stanly, NC,60585,35.321525,-80.247474
37,169,Stokes, NC,47401,36.35064,-80.273917
37,171,Surry, NC,73673,36.431314,-80.656971
37,173,Swain, NC,13981,35.438412,-83.413457
37,175,Transylvania, NC,33090,35.2102,-82.745507
37,177,Tyrrell, NC,4407,35.907144,-76.238874
37,179,Union, NC,201292,35.013609,-80.619702
37,181,Vance, NC,45422,36.331178,-78.402101
37,183,Wake, NC,900993,35.797203,-78.673074
37,185,Warren, NC,20972,36.409715,-78.138543
37,187,Washington, NC,13228,35.864206,-76.649275
37,189,Watauga, NC,51079,36.220299,-81.685479
37,191,Wayne, NC,122623,35.370731,-77.988459
37,193,Wilkes, NC,69340,36.193059,-81.134214
37,195,Wilson, NC,81234,35.726988,-77.931323
37,197,Yadkin, NC,38406,36.163573,-80.675351
37,199,Yancey, NC,17818,35.910155,-82.292339
38,1,Adams, ND,2343,46.032949,-102.625989
38,3,Barnes, ND,11066,46.92752,-98.033032
38,5,Benson, ND,6660,48.020822,-99.146122
38,7,Billings, ND,783,47.016207,-103.308303
38,9,Bottineau, ND,6429,48.820134,-100.650317
38,11,Bowman, ND,3151,46.171185,-103.396646
38,13,Burke, ND,1968,48.771943,-102.521915
38,15,Burleigh, ND,81308,46.822761,-100.761508
38,17,Cass, ND,149778,46.860506,-96.861406
38,19,Cavalier, ND,3993,48.755612,-98.41499
38,21,Dickey, ND,5289,46.087766,-98.328185
38,23,Divide, ND,2071,48.874965,-103.348927
38,25,Dunn, ND,3536,47.332654,-102.643252
38,27,Eddy, ND,2385,47.707976,-99.051857
38,29,Emmons, ND,3550,46.265684,-100.210914
38,31,Foster, ND,3343,47.461156,-99.040279
38,33,Golden Valley, ND,1680,46.894589,-103.962247
38,35,Grand Forks, ND,66861,47.907658,-97.120998
38,37,Grant, ND,2394,46.387962,-101.711807
38,39,Griggs, ND,2420,47.451199,-98.18781
38,41,Hettinger, ND,2477,46.448932,-102.544717
38,43,Kidder, ND,2435,46.919486,-99.813669
38,45,LaMoure, ND,4139,46.405346,-98.520959
38,47,Logan, ND,1990,46.498411,-99.548585
38,49,McHenry, ND,5395,48.182793,-100.694529
38,51,McIntosh, ND,2809,46.144162,-99.492295
38,53,McKenzie, ND,6360,47.815541,-103.228066
38,55,McLean, ND,8962,47.523976,-101.204564
38,57,Mercer, ND,8424,47.297717,-101.710274
38,59,Morton, ND,27471,46.819739,-101.011434
38,61,Mountrail, ND,7673,48.134702,-102.371315
38,63,Nelson, ND,3126,47.919339,-98.209414
38,65,Oliver, ND,1846,47.121328,-101.307901
38,67,Pembina, ND,7413,48.789947,-97.582307
38,69,Pierce, ND,4357,48.328166,-99.988011
38,71,Ramsey, ND,11451,48.136409,-98.834844
38,73,Ransom, ND,5457,46.478257,-97.657193
38,75,Renville, ND,2470,48.721416,-101.526364
38,77,Richland, ND,16321,46.264153,-96.76635
38,79,Rolette, ND,13937,48.836027,-99.817363
38,81,Sargent, ND,3829,46.163745,-97.591691
38,83,Sheridan, ND,1321,47.576556,-100.340156
38,85,Sioux, ND,4153,46.161951,-100.72635
38,87,Slope, ND,727,46.411465,-103.443746
38,89,Stark, ND,24199,46.879757,-102.785075
38,91,Steele, ND,1975,47.459656,-97.746445
38,93,Stutsman, ND,21100,46.915799,-98.744696
38,95,Towner, ND,2246,48.584615,-99.234305
38,97,Traill, ND,8121,47.491264,-97.226828
38,99,Walsh, ND,11119,48.390892,-97.555232
38,101,Ward, ND,61675,48.256527,-101.329338
38,103,Wells, ND,4207,47.676761,-99.781286
38,105,Williams, ND,22398,48.199801,-103.563682
39,1,Adams, OH,28550,38.848346,-83.517043
39,3,Allen, OH,106331,40.757675,-84.121928
39,5,Ashland, OH,53139,40.855217,-82.285667
39,7,Ashtabula, OH,101497,41.795339,-80.767571
39,9,Athens, OH,64757,39.345128,-82.10024
39,11,Auglaize, OH,45949,40.545245,-84.269481
39,13,Belmont, OH,70400,40.042095,-80.88884
39,15,Brown, OH,44846,38.948158,-83.892944
39,17,Butler, OH,368130,39.410684,-84.500267
39,19,Carroll, OH,28836,40.608318,-81.114892
39,21,Champaign, OH,40097,40.120684,-83.76028
39,23,Clark, OH,138333,39.927147,-83.832287
39,25,Clermont, OH,197363,39.103441,-84.212568
39,27,Clinton, OH,42040,39.410549,-83.842336
39,29,Columbiana, OH,107841,40.777774,-80.730264
39,31,Coshocton, OH,36901,40.290804,-81.86512
39,33,Crawford, OH,43784,40.797377,-82.874776
39,35,Cuyahoga, OH,1280122,41.449624,-81.676037
39,37,Darke, OH,52959,40.115612,-84.608214
39,39,Defiance, OH,39037,41.295398,-84.449086
39,41,Delaware, OH,174214,40.216351,-83.013223
39,43,Erie, OH,77079,41.405481,-82.627891
39,45,Fairfield, OH,146156,39.795111,-82.666944
39,47,Fayette, OH,29030,39.549717,-83.443808
39,49,Franklin, OH,1163414,39.999581,-82.993223
39,51,Fulton, OH,42698,41.5785,-84.094751
39,53,Gallia, OH,30934,38.830629,-82.274096
39,55,Geauga, OH,93389,41.489615,-81.221561
39,57,Greene, OH,161573,39.726404,-83.996686
39,59,Guernsey, OH,40087,40.016788,-81.541827
39,61,Hamilton, OH,802374,39.180332,-84.50859
39,63,Hancock, OH,74782,41.039056,-83.641951
39,65,Hardin, OH,32058,40.689386,-83.675755
39,67,Harrison, OH,15864,40.308636,-81.050672
39,69,Henry, OH,28215,41.358702,-84.076961
39,71,Highland, OH,43589,39.220062,-83.581988
39,73,Hocking, OH,29380,39.522194,-82.446275
39,75,Holmes, OH,42366,40.567391,-81.872764
39,77,Huron, OH,59626,41.175374,-82.614391
39,79,Jackson, OH,33225,39.036265,-82.610661
39,81,Jefferson, OH,69709,40.365108,-80.694228
39,83,Knox, OH,60921,40.399128,-82.454649
39,85,Lake, OH,230041,41.685888,-81.319338
39,87,Lawrence, OH,62450,38.503018,-82.540684
39,89,Licking, OH,166492,40.05271,-82.515759
39,91,Logan, OH,45858,40.383676,-83.779471
39,93,Lorain, OH,301356,41.38987,-82.112376
39,95,Lucas, OH,441815,41.652803,-83.615345
39,97,Madison, OH,43435,39.924376,-83.379953
39,99,Mahoning, OH,238823,41.049535,-80.696308
39,101,Marion, OH,66501,40.58206,-83.129156
39,103,Medina, OH,172332,41.144056,-81.84012
39,105,Meigs, OH,23770,39.060946,-82.013323
39,107,Mercer, OH,40814,40.517287,-84.608376
39,109,Miami, OH,102506,40.046907,-84.234863
39,111,Monroe, OH,14642,39.741292,-81.06521
39,113,Montgomery, OH,535153,39.746151,-84.207549
39,115,Morgan, OH,15054,39.61669,-81.866143
39,117,Morrow, OH,34827,40.518848,-82.795365
39,119,Muskingum, OH,86074,39.961284,-81.996883
39,121,Noble, OH,14645,39.77163,-81.485165
39,123,Ottawa, OH,41428,41.531718,-83.081463
39,125,Paulding, OH,19614,41.132218,-84.584535
39,127,Perry, OH,36058,39.754136,-82.234082
39,129,Pickaway, OH,55698,39.666509,-82.993084
39,131,Pike, OH,28709,39.083994,-83.038173
39,133,Portage, OH,161419,41.17947,-81.273457
39,135,Preble, OH,42270,39.743738,-84.624466
39,137,Putnam, OH,34499,41.0083,-84.11802
39,139,Richland, OH,124475,40.762374,-82.540347
39,141,Ross, OH,78064,39.340682,-83.022104
39,143,Sandusky, OH,60944,41.341058,-83.101952
39,145,Scioto, OH,79499,38.781629,-82.945444
39,147,Seneca, OH,56745,41.127601,-83.201322
39,149,Shelby, OH,49423,40.318869,-84.192139
39,151,Stark, OH,375586,40.837013,-81.387172
39,153,Summit, OH,541781,41.112957,-81.512898
39,155,Trumbull, OH,210312,41.240415,-80.759806
39,157,Tuscarawas, OH,92582,40.479556,-81.465322
39,159,Union, OH,52300,40.252214,-83.350113
39,161,Van Wert, OH,28744,40.856353,-84.565522
39,163,Vinton, OH,13435,39.240104,-82.503644
39,165,Warren, OH,212693,39.424293,-84.245128
39,167,Washington, OH,61778,39.41251,-81.512663
39,169,Wayne, OH,114520,40.838544,-81.864335
39,171,Williams, OH,37642,41.533691,-84.573035
