STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
13,281,Towns, GA,10471,34.938692,-83.782961
13,283,Treutlen, GA,6885,32.387047,-82.589718
13,285,Troup, GA,67044,33.036737,-85.031746
13,287,Turner, GA,8930,31.700824,-83.636891
13,289,Twiggs, GA,9023,32.703662,-83.416286
13,291,Union, GA,21356,34.874243,-84.002286
13,293,Upson, GA,27153,32.907469,-84.324382
13,295,Walker, GA,68756,34.83654,-85.293376
13,297,Walton, GA,83768,33.795381,-83.784266
13,299,Ware, GA,36312,31.22682,-82.383943
13,301,Warren, GA,5834,33.407596,-82.662844
13,303,Washington, GA,21187,32.962029,-82.773406
13,305,Wayne, GA,30099,31.611857,-81.919105
13,307,Webster, GA,2799,32.049343,-84.560657
13,309,Wheeler, GA,7421,32.146558,-82.751307
13,311,White, GA,27144,34.601048,-83.744309
13,313,Whitfield, GA,102599,34.792742,-84.965686
13,315,Wilcox, GA,9255,31.975167,-83.405657
13,317,Wilkes, GA,10593,33.755364,-82.753524
13,319,Wilkinson, GA,9563,32.8443,-83.239491
13,321,Worth, GA,21679,31.535712,-83.861186
15,1,Hawaii, HI,185079,19.672837,-155.421895
15,3,Honolulu, HI,953207,21.372464,-157.913673
15,5,Kalawao, HI,90,21.188495,-156.979972
15,7,Kauai, HI,67091,22.021022,-159.442112
15,9,Maui, HI,154834,20.863747,-156.493816
16,1,Ada, ID,392365,43.611186,-116.304409
16,3,Adams, ID,3976,44.848619,-116.375947
16,5,Bannock, ID,82839,42.869212,-112.423672
16,7,Bear Lake, ID,5986,42.306336,-111.341632
16,9,Benewah, ID,9285,47.271692,-116.639736
16,11,Bingham, ID,45607,43.217372,-112.355721
16,13,Blaine, ID,21376,43.541366,-114.294277
16,15,Boise, ID,7028,43.899702,-115.993695
16,17,Bonner, ID,40877,48.235649,-116.630982
16,19,Bonneville, ID,104234,43.494876,-111.997623
16,21,Boundary, ID,10972,48.705964,-116.302851
16,23,Butte, ID,2891,43.699097,-113.294562
16,25,Camas, ID,1117,43.350524,-114.756451
16,27,Canyon, ID,188923,43.611438,-116.627276
16,29,Caribou, ID,6963,42.643778,-111.656063
16,31,Cassia, ID,22952,42.482791,-113.741833
16,33,Clark, ID,982,44.185815,-112.278608
16,35,Clearwater, ID,8761,46.48524,-116.185221
16,37,Custer, ID,4368,44.285168,-114.048035
16,39,Elmore, ID,27038,43.11532,-115.684407
16,41,Franklin, ID,12786,42.0993,-111.872202
16,43,Fremont, ID,13242,44.014844,-111.615464
16,45,Gem, ID,16719,43.884323,-116.506739
16,47,Gooding, ID,15464,42.852717,-114.751067
16,49,Idaho, ID,16267,45.974127,-116.106566
16,51,Jefferson, ID,26140,43.691123,-111.969394
16,53,Jerome, ID,22374,42.698447,-114.462669
16,55,Kootenai, ID,138494,47.73713,-116.832581
16,57,Latah, ID,37244,46.742968,-116.934434
16,59,Lemhi, ID,7936,45.127412,-113.86153
16,61,Lewis, ID,3821,46.238066,-116.25739
16,63,Lincoln, ID,5208,42.973467,-114.326069
16,65,Madison, ID,37536,43.819114,-111.794073
16,67,Minidoka, ID,20069,42.613266,-113.712227
16,69,Nez Perce, ID,39265,46.394126,-116.950462
16,71,Oneida, ID,4286,42.181568,-112.301274
16,73,Owyhee, ID,11526,43.376748,-116.681558
16,75,Payette, ID,22623,44.020334,-116.894281
16,77,Power, ID,7817,42.775001,-112.829004
16,79,Shoshone, ID,12765,47.514637,-116.085925
16,81,Teton, ID,10170,43.692977,-111.125546
16,83,Twin Falls, ID,77230,42.558563,-114.504002
16,85,Valley, ID,9862,44.758677,-116.073719
16,87,Washington, ID,10198,44.297898,-116.919922
17,1,Adams, IL,67103,39.943826,-91.328948
17,3,Alexander, IL,8238,37.149251,-89.289666
17,5,Bond, IL,17768,38.884622,-89.432819
17,7,Boone, IL,54165,42.293981,-88.851989
17,9,Brown, IL,6937,39.964815,-90.746466
17,11,Bureau, IL,34978,41.382964,-89.42378
17,13,Calhoun, IL,5089,39.12353,-90.63801
17,15,Carroll, IL,15387,42.071879,-89.963255
17,17,Cass, IL,13642,39.979866,-90.319209
17,19,Champaign, IL,201081,40.128073,-88.233083
17,21,Christian, IL,34800,39.525298,-89.254627
17,23,Clark, IL,16335,39.351007,-87.800246
17,25,Clay, IL,13815,38.716132,-88.490134
17,27,Clinton, IL,37762,38.587753,-89.472099
17,29,Coles, IL,53873,39.487297,-88.258277
17,31,Cook, IL,5194675,41.865937,-87.757714
17,33,Crawford, IL,19817,39.00569,-87.748024
17,35,Cumberland, IL,11048,39.275965,-88.280887
17,37,DeKalb, IL,105160,41.927172,-88.72946
17,39,De Witt, IL,16561,40.171701,-88.908946
17,41,Douglas, IL,19980,39.766826,-88.279794
17,43,DuPage, IL,916924,41.849815,-88.071617
17,45,Edgar, IL,18576,39.635942,-87.71537
17,47,Edwards, IL,6721,38.402493,-88.04063
17,49,Effingham, IL,34242,39.094723,-88.576033
17,51,Fayette, IL,22140,38.997829,-89.033295
17,53,Ford, IL,14081,40.527422,-88.217453
17,55,Franklin, IL,39561,37.962135,-88.953316
17,57,Fulton, IL,37069,40.521963,-90.119357
17,59,Gallatin, IL,5589,37.770001,-88.238563
17,61,Greene, IL,13886,39.37224,-90.373465
17,63,Grundy, IL,50063,41.345274,-88.347437
17,65,Hamilton, IL,8457,38.092156,-88.557747
17,67,Hancock, IL,19104,40.425725,-91.203133
17,69,Hardin, IL,4320,37.478453,-88.290573
17,71,Henderson, IL,7331,40.828841,-90.9448
17,73,Henry, IL,50486,41.348782,-90.134757
17,75,Iroquois, IL,29718,40.763597,-87.834391
17,77,Jackson, IL,60218,37.747793,-89.274031
17,79,Jasper, IL,9698,39.003765,-88.159885
17,81,Jefferson, IL,38827,38.308488,-88.910808
17,83,Jersey, IL,22985,39.072862,-90.32042
17,85,Jo Daviess, IL,22678,42.411324,-90.305944
17,87,Johnson, IL,12582,37.474558,-88.882358
17,89,Kane, IL,515269,41.918111,-88.331264
17,91,Kankakee, IL,113449,41.148582,-87.850867
17,93,Kendall, IL,114736,41.663724,-88.379066
17,95,Knox, IL,52919,40.937032,-90.328601
17,97,Lake, IL,703462,42.313072,-87.969458
17,99,LaSalle, IL,113924,41.350798,-88.895997
17,101,Lawrence, IL,16833,38.718291,-87.748328
17,103,Lee, IL,36031,41.810242,-89.398207
17,105,Livingston, IL,38950,40.907044,-88.573187
17,107,Logan, IL,30305,40.140775,-89.361505
17,109,McDonough, IL,32612,40.469472,-90.669344
17,111,McHenry, IL,308760,42.271472,-88.34988
17,113,McLean, IL,169572,40.494123,-88.954977
17,115,Macon, IL,110768,39.851176,-88.947076
17,117,Macoupin, IL,47765,39.19403,-89.877035
17,119,Madison, IL,269282,38.801396,-90.018097
17,121,Marion, IL,39437,38.59071,-89.016967
17,123,Marshall, IL,12640,41.043034,-89.315638
17,125,Mason, IL,14666,40.286475,-89.898924
17,127,Massac, IL,15429,37.178592,-88.714109
17,129,Menard, IL,12705,39.99726,-89.799507
17,131,Mercer, IL,16434,41.214043,-90.687167
17,133,Monroe, IL,32957,38.358529,-90.171163
17,135,Montgomery, IL,30104,39.198961,-89.505319
17,137,Morgan, IL,35547,39.718155,-90.231161
17,139,Moultrie, IL,14846,39.631979,-88.614419
17,141,Ogle, IL,53497,42.028653,-89.256098
17,143,Peoria, IL,186494,40.742915,-89.638993
17,145,Perry, IL,22350,38.058514,-89.323862
17,147,Piatt, IL,16729,40.007008,-88.581585
17,149,Pike, IL,16430,39.621311,-90.859127
17,151,Pope, IL,4470,37.39893,-88.54991
17,153,Pulaski, IL,6161,37.199543,-89.13475
17,155,Putnam, IL,6006,41.229306,-89.270945
17,157,Randolph, IL,33476,38.055541,-89.809249
17,159,Richland, IL,16233,38.725943,-88.088315
17,161,Rock Island, IL,147546,41.489142,-90.504005
17,163,St. Clair, IL,270056,38.550219,-90.000674
17,165,Saline, IL,24913,37.754786,-88.536395
17,167,Sangamon, IL,197465,39.772757,-89.652867
17,169,Schuyler, IL,7544,40.13118,-90.568639
17,171,Scott, IL,5355,39.645737,-90.462754
17,173,Shelby, IL,22363,39.396539,-88.802073
17,175,Stark, IL,5994,41.098377,-89.792451
17,177,Stephenson, IL,47711,42.324139,-89.644541
17,179,Tazewell, IL,135394,40.602899,-89.534104
17,181,Union, IL,17808,37.46858,-89.236505
17,183,Vermilion, IL,81625,40.149683,-87.654806
17,185,Wabash, IL,11947,38.431283,-87.789625
17,187,Warren, IL,17707,40.890638,-90.636371
17,189,Washington, IL,14716,38.359407,-89.39393
17,191,Wayne, IL,16760,38.406869,-88.422496
17,193,White, IL,14665,38.089959,-88.192241
17,195,Whiteside, IL,58498,41.780798,-89.823253
17,197,Will, IL,677560,41.565138,-88.057232
17,199,Williamson, IL,66357,37.755675,-88.974979
17,201,Winnebago, IL,295266,42.307128,-89.06224
17,203,Woodford, IL,38664,40.771239,-89.29031
18,1,Adams, IN,34387,40.753767,-84.934317
18,3,Allen, IN,355329,41.098642,-85.122329
18,5,Bartholomew, IN,76794,39.216785,-85.902794
18,7,Benton, IN,8854,40.575066,-87.291433
18,9,Blackford, IN,12766,40.469726,-85.34419
18,11,Boone, IN,56640,40.013009,-86.398737
18,13,Brown, IN,15242,39.236241,-86.20969
18,15,Carroll, IN,20155,40.578983,-86.600098
18,17,Cass, IN,38966,40.747104,-86.339592
18,19,Clark, IN,110232,38.371546,-85.732035
18,21,Clay, IN,26890,39.469066,-87.124217
18,23,Clinton, IN,33224,40.298201,-86.512307
18,25,Crawford, IN,10713,38.313435,-86.423444
18,27,Daviess, IN,31648,38.696963,-87.098076
18,29,Dearborn, IN,50047,39.14462,-84.920935
18,31,Decatur, IN,25740,39.319975,-85.494211
18,33,DeKalb, IN,42223,41.378214,-85.034285
18,35,Delaware, IN,117671,40.20517,-85.401962
18,37,Dubois, IN,41889,38.357067,-86.914032
18,39,Elkhart, IN,197559,41.637679,-85.906728
18,41,Fayette, IN,24277,39.640791,-85.147496
18,43,Floyd, IN,74578,38.321514,-85.855645
18,45,Fountain, IN,17240,40.152089,-87.271946
18,47,Franklin, IN,23087,39.401885,-85.070265
18,49,Fulton, IN,20836,41.059389,-86.220078
18,51,Gibson, IN,33503,38.30918,-87.546685
18,53,Grant, IN,70061,40.525253,-85.644413
18,55,Greene, IN,33165,39.052316,-86.992172
18,57,Hamilton, IN,274569,40.002534,-86.059737
18,59,Hancock, IN,70002,39.811662,-85.824125
18,61,Harrison, IN,39364,38.233745,-86.097474
18,63,Hendricks, IN,145448,39.772784,-86.415055
18,65,Henry, IN,49462,39.928644,-85.403678
18,67,Howard, IN,82752,40.470704,-86.132959
18,69,Huntington, IN,37124,40.870224,-85.487085
18,71,Jackson, IN,42376,38.925896,-85.942654
18,73,Jasper, IN,33478,41.075783,-87.149436
18,75,Jay, IN,21253,40.428424,-85.033025
18,77,Jefferson, IN,32428,38.758956,-85.433692
18,79,Jennings, IN,28525,39.005169,-85.648821
18,81,Johnson, IN,139654,39.553276,-86.113609
18,83,Knox, IN,38440,38.698623,-87.45768
18,85,Kosciusko, IN,77358,41.266796,-85.830484
18,87,LaGrange, IN,37128,41.6324,-85.46117
18,89,Lake, IN,496005,41.526226,-87.408155
18,91,LaPorte, IN,111467,41.631837,-86.790977
18,93,Lawrence, IN,46134,38.846386,-86.495718
18,95,Madison, IN,131636,40.11412,-85.708901
18,97,Marion, IN,903393,39.791299,-86.135905
18,99,Marshall, IN,47051,41.347248,-86.273082
18,101,Martin, IN,10334,38.678357,-86.848113
18,103,Miami, IN,36903,40.730651,-86.073933
18,105,Monroe, IN,137974,39.162879,-86.537697
18,107,Montgomery, IN,38124,40.03511,-86.90006
18,109,Morgan, IN,68894,39.512251,-86.399318
18,111,Newton, IN,14244,40.994087,-87.380385
18,113,Noble, IN,47536,41.413892,-85.391205
18,115,Ohio, IN,6128,38.954549,-84.911295
18,117,Orange, IN,19840,38.562156,-86.496982
18,119,Owen, IN,21575,39.315596,-86.799822
18,121,Parke, IN,17339,39.758327,-87.227997
18,123,Perry, IN,19338,38.009327,-86.705205
18,125,Pike, IN,12845,38.424833,-87.233923
18,127,Porter, IN,164343,41.513679,-87.105308
18,129,Posey, IN,25910,38.013245,-87.823041
18,131,Pulaski, IN,13402,41.050592,-86.685266
18,133,Putnam, IN,37963,39.646107,-86.835611
18,135,Randolph, IN,26171,40.168573,-84.997064
18,137,Ripley, IN,28818,39.159402,-85.218379
18,139,Rush, IN,17392,39.623616,-85.474569
18,141,St. Joseph, IN,266931,41.6754,-86.228686
18,143,Scott, IN,24181,38.698198,-85.762718
18,145,Shelby, IN,44436,39.536039,-85.789825
18,147,Spencer, IN,20952,38.015495,-87.011149
18,149,Starke, IN,23363,41.282896,-86.631962
18,151,Steuben, IN,34185,41.649521,-85.010662
18,153,Sullivan, IN,21475,39.103093,-87.390988
18,155,Switzerland, IN,10613,38.819835,-85.023499
18,157,Tippecanoe, IN,172780,40.41788,-86.886971
18,159,Tipton, IN,15936,40.308849,-86.050587
18,161,Union, IN,7516,39.618626,-84.919102
18,163,Vanderburgh, IN,179703,37.996062,-87.551819
18,165,Vermillion, IN,16212,39.763164,-87.440231
18,167,Vigo, IN,107848,39.460817,-87.387985
18,169,Wabash, IN,32888,40.858522,-85.802372
18,171,Warren, IN,8508,40.312186,-87.326289
18,173,Warrick, IN,59689,38.012884,-87.352574
18,175,Washington, IN,28262,38.572886,-86.086677
18,177,Wayne, IN,68917,39.842737,-84.949811
18,179,Wells, IN,27636,40.770771,-85.194412
18,181,White, IN,24643,40.755698,-86.810306
18,183,Whitley, IN,33292,41.163144,-85.47848
19,1,Adair, IA,7682,41.344629,-94.479157
19,3,Adams, IA,4029,41.006693,-94.709635
19,5,Allamakee, IA,14330,43.25705,-91.417115
19,7,Appanoose, IA,12887,40.739836,-92.867034
19,9,Audubon, IA,6119,41.676829,-94.925302
19,11,Benton, IA,26076,42.06222,-92.017478
19,13,Black Hawk, IA,131090,42.490851,-92.370013
19,15,Boone, IA,26306,42.026494,-93.895155
19,17,Bremer, IA,24276,42.743058,-92.376967
19,19,Buchanan, IA,20958,42.486957,-91.901041
19,21,Buena Vista, IA,20260,42.679153,-95.181444
19,23,Butler, IA,14867,42.707538,-92.758692
19,25,Calhoun, IA,9670,42.400162,-94.625331
19,27,Carroll, IA,20816,42.038571,-94.867634
19,29,Cass, IA,13956,41.365898,-94.979466
19,31,Cedar, IA,18499,41.757883,-91.137388
19,33,Cerro Gordo, IA,44151,43.135116,-93.246222
19,35,Cherokee, IA,12072,42.749288,-95.593937
19,37,Chickasaw, IA,12439,43.038059,-92.344319
19,39,Clarke, IA,9286,41.036835,-93.78126
19,41,Clay, IA,16667,43.127315,-95.159571
19,43,Clayton, IA,18129,42.860097,-91.322919
19,45,Clinton, IA,49116,41.852707,-90.335737
19,47,Crawford, IA,17096,42.027366,-95.358454
19,49,Dallas, IA,66135,41.645223,-93.923368
19,51,Davis, IA,8753,40.765097,-92.415821
19,53,Decatur, IA,8457,40.71001,-93.821366
19,55,Delaware, IA,17764,42.482434,-91.383342
19,57,Des Moines, IA,40325,40.833525,-91.141489
19,59,Dickinson, IA,16667,43.389624,-95.133548
19,61,Dubuque, IA,93653,42.493726,-90.759915
19,63,Emmet, IA,10302,43.394425,-94.75499
19,65,Fayette, IA,20880,42.820385,-91.855375
19,67,Floyd, IA,16303,43.074625,-92.75233
19,69,Franklin, IA,10680,42.755202,-93.240318
19,71,Fremont, IA,7441,40.747942,-95.623322
19,73,Greene, IA,9336,42.029792,-94.375962
19,75,Grundy, IA,12453,42.380262,-92.748284
19,77,Guthrie, IA,10954,41.669446,-94.431251
19,79,Hamilton, IA,15673,42.407552,-93.766985
19,81,Hancock, IA,11341,43.092013,-93.705072
19,83,Hardin, IA,17534,42.436775,-93.215799
19,85,Harrison, IA,14928,41.662391,-95.807433
19,87,Henry, IA,20145,40.981343,-91.537058
19,89,Howard, IA,9566,43.361616,-92.231027
19,91,Humboldt, IA,9815,42.74679,-94.215551
19,93,Ida, IA,7089,42.391343,-95.504381
19,95,Iowa, IA,16355,41.702615,-92.039923
19,97,Jackson, IA,19848,42.139283,-90.566782
19,99,Jasper, IA,36842,41.678374,-93.070038
19,101,Jefferson, IA,16843,41.013171,-91.964603
19,103,Johnson, IA,130882,41.679755,-91.55831
19,105,Jones, IA,20638,42.136467,-91.198513
19,107,Keokuk, IA,10511,41.325439,-92.17499
19,109,Kossuth, IA,15543,43.147016,-94.22057
19,111,Lee, IA,35862,40.55857,-91.396226
19,113,Linn, IA,211226,42.009607,-91.647251
19,115,Louisa, IA,11387,41.22579,-91.259929
19,117,Lucas, IA,8898,41.021148,-93.313045
19,119,Lyon, IA,11581,43.385265,-96.218544
19,121,Madison, IA,15679,41.347064,-93.989405
19,123,Mahaska, IA,22381,41.31208,-92.641016
19,125,Marion, IA,33309,41.35483,-93.04269
19,127,Marshall, IA,40648,42.031353,-92.938421
19,129,Mills, IA,15059,41.04967,-95.695267
19,131,Mitchell, IA,10776,43.336257,-92.803247
19,133,Monona, IA,9243,42.063026,-95.985135
19,135,Monroe, IA,7970,41.035615,-92.827682
19,137,Montgomery, IA,10740,41.008619,-95.167995
19,139,Muscatine, IA,42745,41.464065,-91.078997
19,141,O'Brien, IA,14398,43.126413,-95.690881
19,143,Osceola, IA,6462,43.38638,-95.680373
19,145,Page, IA,15932,40.747616,-95.188476
19,147,Palo Alto, IA,9421,43.099878,-94.690212
19,149,Plymouth, IA,24986,42.747907,-96.203431
19,151,Pocahontas, IA,7310,42.745402,-94.700868
19,153,Polk, IA,430640,41.623296,-93.641654
19,155,Pottawattamie, IA,93158,41.278533,-95.79515
19,157,Poweshiek, IA,18914,41.709953,-92.620663
19,159,Ringgold, IA,5131,40.733763,-94.23852
19,161,Sac, IA,10350,42.375805,-95.088801
19,163,Scott, IA,165224,41.563153,-90.567812
19,165,Shelby, IA,12167,41.665153,-95.320336
19,167,Sioux, IA,33704,43.079825,-96.16727
19,169,Story, IA,89542,42.026371,-93.601827
19,171,Tama, IA,17767,42.065599,-92.542587
19,173,Taylor, IA,6317,40.755364,-94.673438
19,175,Union, IA,12534,41.053083,-94.318925
19,177,Van Buren, IA,7570,40.745557,-91.939134
19,179,Wapello, IA,35625,41.016218,-92.418385
19,181,Warren, IA,46225,41.400885,-93.588243
19,183,Washington, IA,21704,41.361978,-91.695465
19,185,Wayne, IA,6403,40.740054,-93.312926
19,187,Webster, IA,38013,42.480374,-94.179066
19,189,Winnebago, IA,10866,43.34288,-93.667031
19,191,Winneshiek, IA,21056,43.281284,-91.814375
19,193,Woodbury, IA,102172,42.483225,-96.344174
19,195,Worth, IA,7598,43.36654,-93.252258
19,197,Wright, IA,13229,42.732195,-93.755488
20,1,Allen, KS,13371,37.896584,-95.367053
20,3,Anderson, KS,8102,38.250112,-95.264386
20,5,Atchison, KS,16924,39.555583,-95.181488
20,7,Barber, KS,4861,37.212182,-98.557384
20,9,Barton, KS,27674,38.394738,-98.757739
20,11,Bourbon, KS,15173,37.845557,-94.749443
20,13,Brown, KS,9984,39.801273,-95.550384
20,15,Butler, KS,65880,37.727135,-96.989771
20,17,Chase, KS,2790,38.358336,-96.559378
20,19,Chautauqua, KS,3669,37.111002,-96.231466
20,21,Cherokee, KS,21603,37.115229,-94.755079
20,23,Cheyenne, KS,2726,39.768136,-101.738994
20,25,Clark, KS,2215,37.290453,-99.873033
20,27,Clay, KS,8535,39.356195,-97.12257
20,29,Cloud, KS,9533,39.53395,-97.637247
20,31,Coffey, KS,8601,38.247657,-95.739982
20,33,Comanche, KS,1891,37.23627,-99.365215
20,35,Cowley, KS,36311,37.174285,-96.997786
20,37,Crawford, KS,39134,37.439934,-94.731394
20,39,Decatur, KS,2961,39.804329,-100.490859
20,41,Dickinson, KS,19754,38.881314,-97.149128
20,43,Doniphan, KS,7945,39.788642,-95.07501
20,45,Douglas, KS,110826,38.941783,-95.251337
20,47,Edwards, KS,3037,37.914412,-99.354911
20,49,Elk, KS,2882,37.421638,-96.236702
20,51,Ellis, KS,28452,38.88156,-99.32999
20,53,Ellsworth, KS,6497,38.721016,-98.262851
20,55,Finney, KS,36776,37.97733,-100.86582
20,57,Ford, KS,33848,37.751112,-99.994842
20,59,Franklin, KS,25992,38.602731,-95.260071
20,61,Geary, KS,34362,39.03865,-96.83925
20,63,Gove, KS,2695,39.047631,-100.374241
20,65,Graham, KS,2597,39.359746,-99.857852
20,67,Grant, KS,7829,37.580306,-101.34973
20,69,Gray, KS,6006,37.726577,-100.412964
20,71,Greeley, KS,1247,38.487089,-101.763211
20,73,Greenwood, KS,6689,37.85753,-96.226569
20,75,Hamilton, KS,2690,37.979185,-101.76766
20,77,Harper, KS,6034,37.215092,-98.051218
20,79,Harvey, KS,34684,38.047085,-97.385273
20,81,Haskell, KS,4256,37.500029,-100.89411
20,83,Hodgeman, KS,1916,38.083504,-99.867564
20,85,Jackson, KS,13462,39.400924,-95.751346
20,87,Jefferson, KS,19126,39.210891,-95.397856
20,89,Jewell, KS,3077,39.775457,-98.201227
20,91,Johnson, KS,544179,38.928049,-94.737132
20,93,Kearny, KS,3977,37.954211,-101.237967
20,95,Kingman, KS,7858,37.608437,-98.097712
20,97,Kiowa, KS,2553,37.598711,-99.257059
20,99,Labette, KS,21607,37.258236,-95.260544
20,101,Lane, KS,1750,38.503002,-100.487778
20,103,Leavenworth, KS,76227,39.238518,-94.959302
20,105,Lincoln, KS,3241,39.036065,-98.175271
20,107,Linn, KS,9656,38.237359,-94.801632
20,109,Logan, KS,2756,39.098288,-100.925261
20,111,Lyon, KS,33690,38.416154,-96.179779
20,113,McPherson, KS,29180,38.381163,-97.647603
20,115,Marion, KS,12660,38.326437,-97.124507
20,117,Marshall, KS,10117,39.800028,-96.573612
20,119,Meade, KS,4575,37.292089,-100.394216
20,121,Miami, KS,32787,38.590405,-94.836385
20,123,Mitchell, KS,6373,39.454968,-98.174198
20,125,Montgomery, KS,35471,37.139982,-95.695334
20,127,Morris, KS,5923,38.698154,-96.588826
20,129,Morton, KS,3233,37.047093,-101.838333
20,131,Nemaha, KS,10178,39.829915,-95.962628
20,133,Neosho, KS,16512,37.624963,-95.39482
20,135,Ness, KS,3107,38.492429,-99.898826
20,137,Norton, KS,5671,39.820601,-99.878289
20,139,Osage, KS,16295,38.698945,-95.711621
20,141,Osborne, KS,3858,39.424792,-98.707572
20,143,Ottawa, KS,6091,39.096434,-97.681833
20,145,Pawnee, KS,6973,38.178541,-99.147286
20,147,Phillips, KS,5642,39.757048,-99.349355
20,149,Pottawatomie, KS,21604,39.258473,-96.316121
20,151,Pratt, KS,9656,37.645065,-98.731177
20,153,Rawlins, KS,2519,39.807807,-101.053756
20,155,Reno, KS,64511,38.050915,-97.933041
20,157,Republic, KS,4980,39.818188,-97.659183
20,159,Rice, KS,10083,38.321963,-98.201028
20,161,Riley, KS,71115,39.189473,-96.633015
20,163,Rooks, KS,5181,39.314266,-99.316791
20,165,Rush, KS,3307,38.525797,-99.283593
20,167,Russell, KS,6970,38.904508,-98.824959
20,169,Saline, KS,55606,38.815777,-97.606733
20,171,Scott, KS,4936,38.482303,-100.913605
20,173,Sedgwick, KS,498365,37.678808,-97.344603
20,175,Seward, KS,22952,37.052196,-100.9161
20,177,Shawnee, KS,177934,39.035591,-95.705467
20,179,Sheridan, KS,2556,39.36791,-100.467964
20,181,Sherman, KS,6010,39.349294,-101.726283
20,183,Smith, KS,3853,39.770675,-98.809623
20,185,Stafford, KS,4437,38.00686,-98.736685
20,187,Stanton, KS,2235,37.566267,-101.756238
20,189,Stevens, KS,5724,37.190103,-101.322335
20,191,Sumner, KS,24132,37.304076,-97.406852
20,193,Thomas, KS,7900,39.38443,-101.04619
20,195,Trego, KS,3001,39.004452,-99.881979
20,197,Wabaunsee, KS,7053,38.984769,-96.177572
20,199,Wallace, KS,1485,38.888589,-101.765288
20,201,Washington, KS,5799,39.782029,-97.054087
20,203,Wichita, KS,2234,38.494297,-101.349386
20,205,Wilson, KS,9409,37.512574,-95.741217
20,207,Woodson, KS,3309,37.8733,-95.739522
20,209,Wyandotte, KS,157505,39.104143,-94.707937
21,1,Adair, KY,18656,37.107756,-85.279096
21,3,Allen, KY,19956,36.747908,-86.208056
21,5,Anderson, KY,21421,38.028088,-84.923071
21,7,Ballard, KY,8249,37.04421,-88.97886
21,9,Barren, KY,42173,36.996774,-85.931813
21,11,Bath, KY,11591,38.139441,-83.73656
21,13,Bell, KY,28691,36.687928,-83.701396
21,15,Boone, KY,118811,38.9871,-84.679715
21,17,Bourbon, KY,19985,38.202978,-84.246611
21,19,Boyd, KY,49542,38.431905,-82.666548
21,21,Boyle, KY,28432,37.635777,-84.799493
21,23,Bracken, KY,8488,38.702562,-84.070088
21,25,Breathitt, KY,13878,37.520092,-83.37768
21,27,Breckinridge, KY,20059,37.770382,-86.410471
21,29,Bullitt, KY,74319,38.022943,-85.655385
21,31,Butler, KY,12690,37.218921,-86.680574
21,33,Caldwell, KY,12984,37.127446,-87.87922
21,35,Calloway, KY,37191,36.620185,-88.305814
21,37,Campbell, KY,90336,39.035049,-84.44141
21,39,Carlisle, KY,5104,36.854337,-88.94788
21,41,Carroll, KY,10811,38.668554,-85.139328
21,43,Carter, KY,27720,38.313503,-83.03816
21,45,Casey, KY,15955,37.303319,-84.924168
21,47,Christian, KY,73955,36.810955,-87.478173
21,49,Clark, KY,35613,37.986825,-84.182232
21,51,Clay, KY,21730,37.169598,-83.746759
21,53,Clinton, KY,10272,36.713992,-85.135223
21,55,Crittenden, KY,9315,37.332496,-88.095078
21,57,Cumberland, KY,6856,36.778888,-85.389079
21,59,Daviess, KY,96656,37.747732,-87.094971
21,61,Edmonson, KY,12161,37.196775,-86.255277
21,63,Elliott, KY,7852,38.122128,-83.106515
21,65,Estill, KY,14672,37.706277,-83.988899
21,67,Fayette, KY,295803,38.020523,-84.496639
21,69,Fleming, KY,14348,38.388567,-83.708286
21,71,Floyd, KY,39451,37.552299,-82.738526
21,73,Franklin, KY,49285,38.196045,-84.867592
21,75,Fulton, KY,6813,36.538176,-89.035017
21,77,Gallatin, KY,8589,38.764401,-84.842979
21,79,Garrard, KY,16912,37.649333,-84.575557
21,81,Grant, KY,24662,38.688104,-84.602069
21,83,Graves, KY,37121,36.741213,-88.650362
21,85,Grayson, KY,25746,37.46909,-86.306723
21,87,Green, KY,11258,37.265597,-85.538944
21,89,Greenup, KY,36910,38.555431,-82.812206
21,91,Hancock, KY,8565,37.868017,-86.804762
21,93,Hardin, KY,105543,37.746047,-85.917039
21,95,Harlan, KY,29278,36.865625,-83.232825
21,97,Harrison, KY,18846,38.415966,-84.314823
21,99,Hart, KY,18199,37.278157,-85.885789
21,101,Henderson, KY,46250,37.818482,-87.564405
21,103,Henry, KY,15416,38.431904,-85.179495
21,105,Hickman, KY,4902,36.666725,-88.959953
21,107,Hopkins, KY,46920,37.305866,-87.523154
21,109,Jackson, KY,13494,37.402802,-83.99368
21,111,Jefferson, KY,741096,38.201775,-85.691832
21,113,Jessamine, KY,48586,37.884455,-84.587046
21,115,Johnson, KY,23356,37.829598,-82.813992
21,117,Kenton, KY,159720,39.01319,-84.548581
21,119,Knott, KY,16346,37.32759,-82.940555
21,121,Knox, KY,31883,36.901584,-83.915231
21,123,Larue, KY,14193,37.544796,-85.723408
21,125,Laurel, KY,58849,37.091397,-84.087834
21,127,Lawrence, KY,15860,38.078995,-82.681643
21,129,Lee, KY,7887,37.591773,-83.701692
21,131,Leslie, KY,11310,37.115255,-83.37635
21,133,Letcher, KY,24519,37.14583,-82.807173
21,135,Lewis, KY,13870,38.562531,-83.347091
21,137,Lincoln, KY,24742,37.473121,-84.669872
21,139,Livingston, KY,9519,37.135813,-88.350899
