County ID,Commuting Zone ID,Teenage Birth Rate,Mean Parent Income,Mean Child Income,Number of Children in Core Sample
18159,13900,0.138,91600,52900,664
18161,12600,0.177,63700,43600,304
18163,14700,0.172,96400,49600,6413
18165,14400,0.149,65800,45900,713
18167,14400,0.172,77100,46900,3736
18169,13800,0.164,74000,47000,1556
18171,14500,,,,
18173,14700,0.118,95200,54300,2270
18175,13101,0.195,59300,42900,1050
18177,12600,0.19,71800,40000,2877
18179,14100,0.102,79500,52200,1148
18181,14500,0.16,66600,46900,1213
18183,14100,0.132,81300,50400,1473
19001,27501,0.097,67100,51400,310
19003,28201,,,,
19005,23200,0.118,59600,57000,658
19007,26106,0.139,55800,45300,530
19009,27503,0.125,60500,62300,261
19011,22200,0.086,73000,54200,1004
19013,22001,0.135,85800,53000,4837
19015,27501,0.116,74700,54800,1008
19017,22001,0.077,84600,63500,1135
19019,22001,0.101,72100,58800,1043
19021,27401,0.095,73500,66800,848
19023,22001,0.061,63600,61300,693
19025,27402,0.071,62400,59800,530
19027,27504,0.067,70800,67100,1069
19029,27503,0.126,63400,54100,672
19031,22100,0.09,69600,59500,685
19033,21801,0.104,80500,55300,1802
19035,27401,0.1,66100,61000,578
19037,21802,0.084,73400,64000,631
19039,27502,0.164,59500,51500,365
19041,27301,0.084,81300,59100,772
19043,23200,0.085,64700,61300,886
19045,23802,0.125,74400,53700,2123
19047,27504,0.114,60200,60500,711
19049,27501,0.096,87900,56200,1593
19051,22300,0.109,57400,50300,335
19053,27502,0.178,47900,44700,309
19055,23200,0.079,67600,63400,879
19057,23600,0.138,81600,48900,1776
19059,27301,0.085,88700,56000,672
19061,23200,0.092,90800,63000,3900
19063,27302,0.11,59700,55900,475
19065,22001,0.097,60800,58900,908
19067,21802,0.093,69100,59400,683
19069,22002,0.143,73700,53200,403
19071,28201,0.105,58900,57400,360
19073,27504,0.113,60800,53400,459
19075,22001,0.081,71800,63300,460
19077,27501,0.115,63500,55800,476
19079,27402,0.09,67300,52800,604
19081,21801,0.116,61100,58400,555
19083,22002,0.107,64500,68900,920
19085,28202,0.108,64900,53200,720
19087,23600,0.135,72400,55400,872
19089,21802,0.091,57700,60700,516
19091,27402,0.082,67800,66400,514
19093,27401,0.104,68200,57400,356
19095,22200,0.078,89000,56900,670
19097,23802,0.087,64200,55200,895
19099,21900,0.133,85300,52900,1416
19101,22300,0.085,111200,52600,669
19103,22100,0.067,122100,58000,2914
19105,22200,0.093,63400,56100,722
19107,22300,0.123,60000,54800,520
19109,27301,0.073,63100,64300,801
19111,23600,0.126,70600,49500,1599
19113,22200,0.099,101100,54900,7042
19115,22100,0.164,67000,51000,508
19117,26106,0.1,61100,51900,384
19119,27201,0.087,61200,63800,594
19121,27501,0.107,75900,55500,623
19123,22300,0.11,65400,51000,874
19125,22300,0.101,79700,62500,1332
19127,21900,0.154,77200,53300,1601
19129,28202,0.112,109500,52500,636
19131,21802,0.103,65500,60800,408
19133,28001,0.14,63100,52200,420
19135,22300,0.125,56600,48600,289
19137,28201,0.108,62200,52700,460
19139,22100,0.166,78500,48900,1901
19141,27201,0.113,65200,61800,744
19143,27202,0.107,59600,58300,307
19145,28201,0.128,68800,54700,716
19147,27301,0.079,67000,61000,468
19149,28001,0.088,73500,63900,1192
19151,27402,0.082,61000,62900,346
19153,27501,0.131,108700,55000,12980
19155,28202,0.145,74200,49500,3595
19157,21900,0.116,77900,57900,699
19159,27502,,,,
19161,27401,0.104,62200,61300,526
19163,23801,0.146,95300,53400,6581
19165,27503,0.073,69700,70300,547
19167,27201,0.067,86700,64900,1603
19169,27501,0.052,104400,64700,2456
19171,21900,0.14,66900,53500,747
19173,28201,0.115,52900,48200,318
19175,27502,0.122,68800,55500,554
19177,22300,0.116,54600,49900,369
19179,22300,0.167,67800,47200,1378
19181,27501,0.102,85300,57600,1767
19183,22100,0.084,64500,50600,960
19185,26106,0.175,47400,49800,273
19187,27402,0.147,83200,51900,1649
19189,21801,0.081,68200,56500,588
19191,21802,0.057,74300,66800,767
19193,28001,0.153,84900,55500,4417
19195,21801,0.115,63200,53400,322
19197,27402,0.149,61600,54500,593
20001,29401,0.178,58600,46600,612
20003,29401,0.17,57700,47000,398
20005,29501,0.176,67800,48300,686
20007,29001,0.11,55600,58800,270
20009,29004,0.143,64500,53000,1252
20011,29901,0.187,59800,47000,662
20013,29201,0.174,56700,54400,495
20015,29301,0.143,85700,50400,2721
20017,29402,,,,
20019,29303,,,,
20021,29901,0.199,58200,44900,916
20023,28606,,,,
20025,29003,,,,
20027,29203,0.128,63300,53100,406
20029,29101,0.118,66600,57000,425
20031,29402,0.126,70300,54400,446
20033,29002,,,,
20035,29303,0.19,69200,46800,1575
20037,29901,0.154,61900,45300,1407
20039,28601,,,,
20041,29203,0.139,65300,47300,909
20043,29503,0.161,59100,51800,373
20045,29204,0.102,92100,51200,2802
20047,29004,,,,
20049,29303,,,,
20051,29006,0.09,79200,58600,1117
20053,29005,0.129,67300,55100,257
20055,31001,0.251,70300,48100,1607
20057,29003,0.208,67800,48700,1214
20059,29401,0.177,65400,47400,1057
20061,29203,0.223,53600,37100,1246
20063,28604,,,,
20065,29007,,,,
20067,31002,0.255,67700,53900,410
20069,29003,0.112,67300,54400,322
20071,31003,,,,
20073,29303,0.179,66100,48700,337
20075,31001,,,,
20077,29301,0.139,61900,52600,291
20079,29302,0.154,77400,50200,1532
20081,31001,,,,
20083,29003,,,,
20085,29204,0.124,60600,52800,562
20087,29204,0.125,66900,50800,927
20089,29101,,,,
20091,29502,0.067,159400,66800,16838
20093,31001,,,,
20095,29301,0.142,68000,52500,387
20097,29001,,,,
20099,29403,0.177,58700,48500,988
20101,29008,,,,
20103,29501,0.126,78200,47600,2704
20105,29104,,,,
20107,29502,0.185,58400,46100,391
20109,28604,,,,
20111,29402,0.164,69400,49800,1393
20113,29302,0.114,74300,54200,1313
20115,29302,0.127,64800,51200,561
20117,29202,0.096,70700,62000,557
20119,31004,,,,
20121,29502,0.135,76200,51200,1178
20123,29103,0.069,60800,61900,338
20125,29403,0.207,58700,44200,1588
20127,29203,0.095,68700,58700,258
20129,31006,,,,
20131,29201,0.053,70300,68900,534
20133,29403,0.155,60000,48700,783
20135,29008,,,,
20137,28602,0.082,55700,48500,257
20139,29204,0.16,61400,47800,768
20141,29103,,,,
20143,29104,0.135,60900,55500,271
20145,29004,0.139,61900,51000,300
20147,28603,0.127,57300,59000,272
20149,29203,0.126,68700,56800,856
20151,29001,0.121,76100,53300,428
20153,28601,,,,
20155,29005,0.167,74100,47700,2599
20157,29101,0.12,57900,52600,253
20159,29005,0.143,62200,46300,487
20161,29203,0.094,81300,51500,1577
20163,29007,0.121,59100,52600,265
20165,29004,,,,
20167,29006,0.153,55900,54400,337
20169,29104,0.173,79500,47300,2112
20171,31003,0.102,69300,54000,279
20173,29301,0.176,94600,47600,16901
20175,31004,0.253,69300,46900,879
20177,29204,0.161,85900,47300,6752
20179,28604,,,,
20181,28605,0.177,62300,49100,281
20183,28603,,,,
20185,29004,,,,
20187,31002,,,,
20189,31002,0.23,76500,66200,253
20191,29301,0.179,77000,48100,1526
20193,28604,0.117,67200,57200,347
20195,29006,,,,
20197,29204,0.122,62900,54500,324
20199,28605,,,,
20201,29202,0.097,55000,55200,289
20203,31003,,,,
20205,29403,0.189,54000,43200,411
20207,29401,,,,
20209,29502,0.257,58200,35500,6568
21001,4601,0.218,43400,34200,506
21003,5401,0.187,53400,37200,596
21005,12901,0.155,72900,42100,632
21007,25401,,,,
21009,5402,0.176,61700,44000,1366
21011,12902,0.207,43100,33900,405
21013,301,0.179,44900,34200,997
21015,12701,0.127,102000,50500,3524
21017,12901,0.151,66100,41200,695
21019,17100,0.147,83100,42900,2061
21021,12903,0.171,69800,42000,969
21023,12702,0.178,51800,37200,372
21025,4501,0.176,45300,25200,478
21027,13000,0.177,56600,45000,715
21029,13101,0.167,71100,44400,1916
21031,13200,0.226,50700,39800,425
21033,25200,0.181,54800,45200,492
21035,25402,0.143,73000,43700,972
21037,12701,0.148,85000,49200,3405
21039,25401,,,,
21041,13102,0.223,49800,38800,466
21043,17100,0.16,48200,39600,1060
21045,4601,0.183,41100,34000,506
21047,5900,0.233,58600,38100,2508
21049,12901,0.17,66600,39500,1226
21051,4401,0.184,43400,32500,756
21053,4602,0.257,38300,34100,326
21055,25200,0.22,60600,46900,307
21057,5402,,,,
21059,13200,0.169,74900,47700,3964
21061,5401,0.234,43500,37900,304
21063,17100,,,,
21065,4402,0.203,41100,33300,512
21067,12901,0.154,101100,45100,7630
21069,12702,0.17,47900,39600,528
21071,17000,0.157,54700,39700,1421
21073,12901,0.166,72700,42200,1693
21075,25300,0.195,54000,34300,349
21077,12701,,,,
21079,12903,0.149,54200,38300,500
21081,12701,0.221,60400,39300,1015
21083,25300,0.179,61400,44500,1457
21085,13000,0.205,49000,40600,952
21087,4601,0.208,46000,44700,314
21089,17100,0.162,64200,42900,1378
21091,13200,0.201,64900,48200,430
21093,13000,0.175,65700,43100,4402
21095,4502,0.195,46000,38200,1213
21097,12901,0.175,63100,40300,774
21099,5402,0.209,42900,34400,613
21101,25200,0.192,71600,43400,1878
21103,13101,0.196,57600,40600,658
21105,25300,,,,
21107,25200,0.192,65100,51900,1817
21109,4402,0.191,36900,36100,498
21111,13101,0.177,92200,43000,25402
21113,12901,0.148,79400,41700,1455
21115,17000,0.175,53700,44700,911
21117,12701,0.157,96600,48000,5840
21119,4502,0.154,49700,37100,514
21121,4401,0.258,38700,32300,939
21123,13000,0.165,57100,43300,502
21125,4401,0.182,63800,40200,1689
21127,17000,0.13,48200,40300,570
21129,4501,,,,
21131,4502,0.143,45600,38900,400
21133,4502,0.161,50600,45100,1009
21135,12702,0.219,39600,35400,558
21137,12903,0.234,47200,35600,868
21139,25401,0.156,63200,39300,354
21141,5401,0.209,58700,42700,1068
21143,25200,,,,
21145,25401,0.163,91400,47900,2526
21147,4602,0.216,37200,30700,562
21149,13200,0.205,56500,48000,432
21151,4402,0.186,64900,40600,2133
21153,17000,0.209,41500,37000,549
21155,13103,0.178,51500,44500,736
21157,25401,0.164,75300,49400,1046
21159,17000,0.161,44200,42300,467
21161,12702,0.168,72600,40000,616
21163,13000,0.173,59300,45000,771
21165,12902,,,,
21167,12903,0.184,61000,41500,792
21169,5402,0.193,40300,34000,386
21171,5402,0.177,57000,38000,455
21173,12902,0.196,61600,37000,767
21175,4501,0.16,42500,34000,428
21177,13200,0.204,55800,45800,1143
21179,13103,0.156,73100,48000,1677
21181,12901,0.233,45300,37100,279
21183,13200,0.215,48400,41600,794
21185,13101,0.092,123600,53500,1728
21187,12901,0.197,51700,39000,271
21189,4501,,,,
21191,12701,0.189,60700,41700,573
21193,4502,0.141,56100,38800,1219
21195,17000,0.156,57600,43400,2549
21197,12901,0.262,44400,37600,535
21199,4602,0.192,56600,37900,2019
21201,12901,,,,
21203,4402,0.218,41000,33000,480
21205,17100,0.157,55500,37500,658
21207,4601,0.178,44800,35500,608
21209,12901,0.19,81400,42600,1212
21211,13101,0.177,78000,42000,1012
21213,5401,0.241,60400,41000,551
21215,13101,0.145,61400,42400,416
21217,4601,0.184,54600,45100,887
21219,5900,0.196,51600,37500,411
21221,5900,0.195,57700,39900,389
21223,13102,0.182,48900,41000,276
21225,25200,0.179,66200,47900,704
21227,5401,0.168,77700,47700,3389
21229,13103,0.134,58400,47400,407
21231,4602,0.196,41300,33700,611
21233,25200,0.203,58900,50300,625
21235,4401,0.208,50300,37100,1590
21237,4501,0.201,36900,31100,290
21239,12901,0.134,90700,45400,886
22001,3800,0.21,50500,46400,2719
22003,3700,0.257,48900,44700,910
22005,3500,0.182,71000,50700,3485
22007,3400,0.185,53200,49000,1016
22009,3600,0.231,48800,41700,1808
22011,3700,0.217,59200,45600,1515
22013,4002,0.239,43500,36000,754
22015,4002,0.177,70000,46700,4084
22017,4002,0.222,64100,39800,10941
22019,3700,0.201,72800,46900,8517
22021,3901,0.223,51100,40300,438
22023,3700,0.264,70500,52900,329
22025,3201,0.268,42200,49000,535
22027,4002,0.193,47100,41900,651
22029,3202,0.248,42400,37900,973
22031,4002,0.234,46200,38800,1203
22033,3500,0.164,81700,45300,16455
22035,3902,0.282,33500,27000,413
22037,3500,0.232,55600,40500,1066
22039,3800,0.245,51400,48600,1450
22041,3901,0.252,39800,39900,948
22043,3600,0.267,48500,42000,781
22045,3800,0.215,66000,45100,3519
22047,3500,0.221,53800,41100,1589
22049,4003,0.205,55100,43000,763
22051,3300,0.162,76300,46400,18371
22053,3700,0.205,57600,45500,1482
22055,3800,0.164,89900,50700,8081
22057,3400,0.185,66800,40900,3737
22059,3201,0.225,55100,60500,654
22061,4003,0.182,67100,49700,1602
22063,3500,0.176,62500,46500,4087
22065,3203,0.256,38400,29800,586
22067,3901,0.243,44700,26900,1649
22069,4002,0.258,47200,39200,1646
22071,3300,0.224,57800,32500,18879
22073,3901,0.193,64500,39600,6359
22075,3300,0.199,65700,46000,1264
22077,3500,0.228,58800,41700,1074
22079,3600,0.232,61600,39400,5804
22081,4002,0.233,46100,44100,455
22083,3901,0.249,44100,37000,1023
22085,4004,0.247,50700,50600,982
22087,3300,0.154,62900,49400,2854
22089,3300,0.161,77100,51000,2383
22091,3500,0.246,39000,30300,289
22093,3300,0.17,60400,55400,1162
22095,3300,0.186,62400,44600,2308
22097,3800,0.235,53600,45200,4193
22099,3800,0.221,51000,42000,2075
22101,3400,0.224,57700,42800,2784
22103,3300,0.128,93500,50000,8630
22105,3500,0.188,52400,39300,4608
22107,3202,0.296,36600,34900,305
22109,3400,0.22,70200,50300,5332
22111,3901,0.21,57700,40900,970
22113,3800,0.191,60000,52000,2602
22115,3700,0.21,51500,41200,1957
22117,3300,0.23,45400,35400,1923
22119,4002,0.208,48700,42500,1930
22121,3500,0.185,61300,43700,1094
22123,3902,0.216,40400,46000,632
22125,3500,0.167,66900,44500,435
22127,4003,0.224,50600,42200,638
23001,20100,0.115,66500,45500,3908
23003,20003,0.098,57500,44800,3025
23005,20100,0.075,109300,50000,8973
23007,20100,0.087,61600,46500,1167
23009,20001,0.086,66100,42500,1878
23011,20100,0.085,71800,46200,4680
23013,20001,0.105,70200,45900,1390
23015,20100,0.105,63300,47200,1227
23017,20100,0.113,56500,41700,2050
23019,20001,0.101,67500,43900,5462
23021,20001,0.121,54900,41100,749
23023,20100,0.103,70600,42200,1408
23025,20100,0.136,55800,41600,2149
23027,20001,0.125,55000,37700,1376
23029,20002,0.117,49200,35900,1404
23031,20600,0.085,77700,48500,6800
24001,17501,0.146,73100,46300,2575
24003,11302,0.125,105600,56800,17460
24005,11302,0.121,110400,55000,23673
24009,11304,0.12,106700,55900,3245
24011,19902,0.177,58800,41300,1237
24013,11302,0.077,97400,60200,5922
24015,19800,0.138,76400,49200,3159
24017,11304,0.137,90400,55100,4870
24019,19902,0.207,55800,41600,1054
24021,11304,0.095,102900,59100,7494
24023,17501,0.13,62200,44700,1116
24025,11302,0.097,97200,57100,8322
24027,11302,0.058,151500,68600,7543
24029,19902,0.136,79600,48800,741
24031,11304,0.06,175400,70400,25901
24033,11304,0.158,76200,44000,27543
24035,19902,0.125,93100,53400,1203
24037,11304,0.155,80100,58900,3373
24039,19901,0.208,47900,34900,621
24041,19902,0.13,100500,47700,1097
24043,17400,0.158,73800,49600,4410
24045,19901,0.193,72400,42200,3047
24047,19901,0.169,62200,43700,1473
24510,11302,0.266,58800,31600,22221
25001,20500,0.059,93100,54600,6471
25003,20902,0.095,89100,48300,4655
25005,20401,0.099,84600,52700,17535
25007,20403,0.053,94100,45700,483
25009,20500,0.084,123100,58500,22252
25011,20800,0.081,77600,49800,2594
25013,20800,0.138,81300,48500,15435
25015,20800,0.058,95900,56200,4625
25017,20500,0.048,164700,67100,39968
25019,20402,,,,
25021,20500,0.036,168400,68800,18992
25023,20500,0.071,112300,58500,16971
25025,20500,0.151,93900,41300,14440
25027,20500,0.092,100900,56100,24804
26001,12401,0.14,52300,41200,375
26003,11401,0.107,62200,46500,418
26005,12200,0.141,74900,46000,3985
26007,12401,0.104,65400,42600,1331
26009,12301,0.162,60700,39300,786
26011,11900,0.127,57600,44000,667
26013,21002,0.178,72100,42200,294
26015,12100,0.114,83700,47000,2084
26017,11900,0.125,81000,48200,4296
26019,12301,0.121,56400,40800,490
26021,13600,0.179,72800,43100,6768
26023,13700,0.158,70700,44500,1917
26025,12100,0.173,74500,41600,5462
26027,13600,0.182,64700,41700,1755
26029,12302,0.106,102600,45500,1084
26031,12302,0.128,59000,40000,943
26033,11403,0.149,64000,43500,1380
26035,11800,0.151,58000,40300,1250
26037,11700,0.08,94100,54500,2375
26039,12402,0.149,57500,34900,469
26041,11401,0.109,71400,48300,1726
26043,11402,0.113,79100,51300,1194
26045,11700,0.116,88200,49300,4834
26047,12302,0.088,92600,44200,1169
26049,11600,0.167,84700,41400,18479
26051,11900,0.134,59700,44200,967
26053,21003,0.112,60500,49700,699
26055,12301,0.093,93800,48000,3403
26057,11800,0.133,67700,44600,1751
26059,11500,0.156,66600,42300,1836
26061,21002,0.086,74200,50500,1369
26063,11900,0.08,68700,53800,1539
26065,11700,0.133,94100,47000,9951
26067,12200,0.126,72200,46300,2770
26069,12401,0.149,61300,40600,1021
26071,11402,0.081,59400,48200,504
26073,11800,0.115,74000,46600,1872
26075,11500,0.165,81400,44700,5978
26077,12100,0.13,102700,49000,8060
26079,12301,0.146,57600,37300,548
26081,12200,0.132,104400,49800,22841
26083,21002,,,,
26085,12001,0.19,42900,33900,318
26087,11600,0.114,90500,49200,3886
26089,12301,0.069,79600,47500,649
26091,11500,0.14,82100,46900,4268
26093,11600,0.057,127000,56100,5177
26095,11403,,,,
26097,11403,0.109,58500,43000,426
26099,11600,0.073,101500,53900,26954
26101,12002,0.117,65500,43500,923
26103,11401,0.083,82400,51700,2532
26105,12002,0.137,68400,44200,1176
26107,12001,0.121,68000,41800,1356
26109,11402,0.13,65400,51000,1094
26111,11900,0.095,108900,55100,3286
26113,12001,0.124,54300,44400,588
26115,13501,0.127,92500,50100,6578
26117,12200,0.152,63600,41700,2899
26119,12402,0.134,54100,44500,405
26121,12200,0.189,78300,42000,6944
26123,12200,0.178,66800,43700,1726
26125,11600,0.074,149700,58000,42825
26127,12200,0.144,57200,44600,1133
26129,12402,0.157,55200,40900,960
26131,21003,0.079,54600,44100,267
26133,12001,0.15,57600,41000,1215
26135,12402,0.156,53600,39100,307
26137,12402,0.12,90900,47300,1012
26139,12200,0.103,102300,53900,9966
26141,12401,0.123,57400,46500,684
26143,12402,0.147,53900,41300,961
26145,11900,0.168,81900,45900,8426
26147,11600,0.118,85700,47100,6698
26149,13700,0.173,66900,42500,2560
26151,11600,0.11,65200,48100,1937
26153,11401,0.153,61800,43400,359
26155,11600,0.127,79200,46400,3231
26157,11900,0.133,72300,46100,2701
26159,12100,0.155,67400,42700,3488
26161,11600,0.085,135300,54700,8610
26163,11600,0.175,82300,39400,71419
26165,12001,0.159,65500,42600,1514
27001,21600,0.108,62000,52100,600
27003,21501,0.089,93400,55100,11651
27005,26701,0.11,61700,52300,1380
27007,26701,0.134,65000,43000,1732
27009,21400,0.082,82900,58400,1361
27011,26601,0.093,58100,60000,280
27013,21301,0.081,82700,52700,2048
27015,21301,0.079,78400,61000,1353
27017,26002,0.1,72300,48600,1502
27019,21501,0.057,122700,61300,2520
27021,21600,0.186,52700,38300,888
27023,27101,0.085,73400,55800,591
27025,21501,0.094,83900,53500,2296
27027,26801,0.091,85200,55200,2026
27029,26701,0.156,45800,45500,453
27031,26003,,,,
27033,27202,0.09,61000,57300,522
27035,21600,0.111,77200,48500,2409
27037,21501,0.065,121700,62600,14343
27039,21701,0.108,118600,53200,829
27041,26901,0.079,74400,58100,1489
27043,27302,0.077,60900,52500,851
27045,21701,0.079,70400,58100,1116
27047,21702,0.132,66000,52300,1299
27049,21701,0.088,85900,60000,2214
27051,26901,0.044,61600,62000,342
27053,21501,0.087,144200,57700,34874
27055,22900,0.045,83600,54600,915
27057,26701,0.14,65900,46600,690
27059,21501,0.103,75000,53500,1385
27061,21600,0.119,72200,52500,1920
27063,27202,0.095,62200,57100,435
27065,21502,0.111,59000,49200,594
27067,27101,0.109,79300,54100,1897
27069,26702,0.05,62200,59400,263
27071,26004,0.092,73800,50500,653
27073,27101,0.071,71900,59600,361
27075,26002,0.107,70300,50900,430
27077,26001,,,,
27079,21301,0.094,79400,58700,1458
27081,27102,0.049,56000,77600,261
27083,27102,0.089,80000,61800,1218
27085,21201,0.099,80900,58900,1559
27087,26701,0.176,57100,43900,281
27089,26703,0.091,70300,58900,495
27091,27302,0.108,71200,58200,1031
27093,21201,0.096,74600,58100,1021
27095,21400,0.113,65100,53100,1298
27097,26902,0.103,60800,50800,1559
27099,21702,0.109,72500,53300,1641
27101,27202,0.079,61900,55700,412
27103,21301,0.067,90900,57000,1230
27105,27202,0.1,69400,57400,886
27107,26801,0.092,64000,56800,370
27109,21701,0.073,117200,58300,4553
27111,26901,0.096,68900,53800,2415
27113,26703,0.094,71800,55300,582
27115,21502,0.134,62100,47600,1176
27117,27102,0.084,62900,59300,532
27119,26704,0.111,71100,57800,1581
27121,26901,0.076,72100,60600,519
27123,21501,0.107,111500,53000,16980
27125,26703,0.076,53900,64700,268
27127,21202,0.089,70500,60500,798
27129,21202,0.098,69200,62700,850
27131,21302,0.085,91000,54200,2347
27133,27102,0.111,67800,58500,437
27135,26001,0.095,81600,54200,810
27137,26002,0.099,77400,52200,7970
27139,21501,0.075,111000,63000,2957
27141,21400,0.088,91500,55900,2685
27143,21201,0.104,65600,57200,645
27145,21400,0.073,87400,58500,6193
27147,21302,0.103,85400,57800,1489
27149,26901,0.052,83500,68100,449
27151,27101,0.101,65600,58200,520
27153,26902,0.112,56200,52800,1192
27155,26601,,,,
27157,21701,0.077,73400,58700,1042
27159,26902,0.096,60300,53500,750
27161,21302,0.095,72700,55400,895
27163,21501,0.055,122200,62100,8737
27165,21301,0.146,72600,51800,577
27167,26801,0.1,69200,62800,387
27169,22800,0.096,84700,55000,1888
27171,21501,0.091,88100,55500,4040
27173,27101,0.111,65500,60900,608
28001,3202,0.219,58400,37800,1663
28003,5100,0.197,68000,36400,1235
28005,3101,0.184,46000,39900,530
28007,3001,0.218,50800,37600,862
28009,5201,,,,
28011,4800,0.259,39200,28400,2174
28013,5000,0.262,47300,37400,663
28015,4701,0.251,43600,38000,445
28017,5000,0.262,44500,30300,1025
28019,10502,0.27,40300,37700,342
28021,3203,0.272,35300,35000,503
28023,10400,0.23,44000,38500,867
28025,10502,0.253,48500,31400,982
28027,4702,0.311,39700,27800,1591
28029,3003,0.239,44400,32200,1461
28031,2900,0.271,43100,35500,864
28033,5202,0.195,73400,43400,3655
28035,2900,0.197,62300,39200,3467
28037,3202,0.247,42800,39000,410
28039,2700,0.249,50500,44900,892
28041,2700,0.275,40000,38900,500
28043,4701,0.207,51000,32900,1034
28045,2700,0.207,57200,39400,1177
28047,2700,0.214,61100,37500,7347
28049,3003,0.228,73400,36500,11133
28051,3001,0.278,32600,26400,1249
28053,3002,0.245,31200,22000,658
28055,4800,,,,
28057,5000,0.223,52800,39400,1059
28059,2700,0.216,68000,39400,5332
28061,2800,0.233,50000,33900,910
28063,3203,0.201,35500,26000,464
28065,2900,0.286,36700,44800,576
28067,2800,0.239,54100,38700,2600
28069,10400,0.212,39900,30400,432
28071,4702,0.18,71300,39900,1088
28073,2900,0.205,54500,42300,1141
28075,10400,0.215,58700,38000,3337
28077,3102,0.23,47600,41200,832
28079,3003,0.257,43600,38600,975
28081,5000,0.24,68900,36700,3359
28083,4701,0.276,47700,29500,1762
28085,3102,0.223,67400,40100,1317
28087,10501,0.221,62100,35600,2657
28089,3003,0.17,88400,42200,2743
28091,3101,0.23,44800,41000,1271
28093,5202,0.286,42600,32600,1630
28095,5000,0.201,52300,36800,1751
28097,4701,0.24,39600,35400,668
28099,10400,0.268,48400,35100,1249
28101,10400,0.223,44500,35600,811
28103,10501,0.239,36700,29300,626
28105,10502,0.198,56600,36100,1354
28107,4702,0.287,41800,29600,1692
28109,2700,0.235,50800,40200,1911
28111,2900,0.25,44100,41900,620
28113,3101,0.235,48700,34500,1932
28115,5000,0.224,51900,39100,896
28117,5100,0.221,54100,37200,773
28119,4702,0.307,31200,23300,435
28121,3003,0.172,78300,45400,4476
28123,3003,0.252,43000,33300,1274
28125,4800,0.229,38300,27300,371
28127,3003,0.266,47500,38300,1142
28129,2800,0.245,45300,42300,596
28131,2700,0.232,46000,40400,686
28133,4800,0.304,36300,28400,1658
28135,4702,0.281,33300,25100,719
28137,5202,0.239,52700,34600,1076
28139,5201,0.254,49200,37100,961
28141,5100,0.183,51000,41800,681
28143,5202,0.331,36600,23900,543
28145,5201,0.196,59900,41400,919
28147,3101,0.236,35000,34200,607
28149,3203,0.226,63100,37400,2393
28151,4800,0.271,41400,27300,3489
28153,2800,0.232,49900,44300,817
28155,10502,0.229,40900,36200,553
28157,3101,0.225,38000,33300,476
28159,10502,0.236,47300,33100,840
28161,4702,0.229,43100,32800,715
28163,3002,0.258,47000,31700,1309
29001,26107,0.128,71500,45900,722
29003,29503,0.132,94600,53600,1232
29005,29505,0.121,68600,53200,257
29007,24702,0.15,66900,45500,938
29009,29800,0.226,53500,41800,1281
29011,29902,0.209,51300,42900,556
29013,29502,0.176,57400,46000,762
29015,29504,0.181,44900,40700,560
29017,25701,0.205,48800,41000,454
29019,29601,0.137,92400,50700,4257
29021,29503,0.205,62300,58600,2730
29023,25702,0.219,54900,38400,1435
29025,29503,0.161,59800,48000,406
29027,29601,0.168,65600,42600,1447
29029,29602,0.161,60400,41300,1212
29031,25701,0.143,84400,47100,2412
29033,26102,0.136,53800,49800,434
29035,25702,0.202,40700,41400,282
29037,29502,0.142,79400,53500,3211
29039,29902,0.227,42600,38500,495
29041,26103,0.13,53000,51800,335
29043,29700,0.147,66700,44200,2002
29045,23600,0.144,54400,49100,300
29047,29502,0.128,91100,51100,7225
29049,29503,0.141,68000,47700,846
29051,29601,0.124,87100,51700,2861
29053,29601,0.13,58200,41900,664
29055,24701,0.184,50300,38200,860
29057,29902,0.161,49500,42200,357
29059,29700,0.169,46600,36700,507
29061,29503,0.184,47300,43600,345
29063,29503,0.16,55200,48900,352
29065,24500,0.21,49400,47000,600
29067,29700,0.192,38100,34100,411
29069,25800,0.244,46300,37100,1236
29071,24701,0.131,79100,50200,4472
29073,24701,0.146,66300,47600,640
29075,29506,0.163,55200,50600,328
29077,29700,0.147,80900,44600,8031
29079,26104,0.227,56700,43000,413
29081,29506,0.191,47300,41600,297
29083,29504,0.147,58600,44700,895
29085,29700,,,,
29087,29505,0.106,49900,46300,250
29089,29601,0.129,62700,45800,399
29091,25102,0.204,50500,39900,1555
29093,24600,0.169,46100,39500,527
29095,29502,0.191,76600,41600,24550
29097,29901,0.202,69000,43100,4575
29099,24701,0.138,73500,46300,8039
29101,29502,0.133,64400,42200,1688
29103,26107,,,,
29105,29700,0.196,52900,38200,1315
29107,29502,0.161,64300,47600,1454
29109,29800,0.203,49900,40900,1285
29111,25000,0.16,57300,45900,403
29113,24701,0.15,69000,46700,1571
29115,26103,0.172,54600,50000,682
29117,26102,0.156,69800,53500,617
29119,30300,0.251,42700,35700,774
29121,26101,0.166,57200,46800,589
29123,24600,0.195,49100,39400,514
29125,24500,0.181,52200,42900,264
29127,25000,0.166,69600,47100,1326
29129,26104,,,,
29131,29602,0.218,49200,40300,842
29133,25701,0.278,52500,34400,581
29135,29601,0.155,61200,47200,596
29137,26101,0.144,58400,46500,414
29139,24702,0.174,57300,46900,548
29141,29602,0.191,45100,37900,602
29143,25701,0.25,46500,37800,862
29145,29901,0.208,54700,40600,1596
29147,29505,0.084,62900,57000,785
