County ID,Commuting Zone ID,Teenage Birth Rate,Mean Parent Income,Mean Child Income,Number of Children in Core Sample
29149,25102,0.183,35600,38800,339
29151,29601,0.095,67700,56000,513
29153,25101,0.183,37200,35800,313
29155,25800,0.318,40700,33000,872
29157,24600,0.15,77800,51100,729
29159,29504,0.19,61400,44100,1471
29161,24500,0.143,60700,41700,1487
29163,25000,0.192,59100,47600,662
29165,29502,0.083,108900,55200,2765
29167,29700,0.165,53300,41700,1053
29169,24500,0.198,52700,37900,1644
29171,26105,,,,
29173,25000,0.173,62300,47600,287
29175,26101,0.203,69400,45600,1031
29177,29502,0.182,68800,53900,891
29179,24500,0.174,47100,43600,262
29181,25702,0.222,40900,35000,543
29183,24701,0.097,100800,57100,11731
29185,29504,0.188,42700,41200,304
29186,24600,0.124,73300,55000,708
29187,24600,0.192,61600,39300,2270
29189,24701,0.113,131800,55800,41520
29195,26102,0.165,54300,44600,987
29197,26107,,,,
29199,26107,,,,
29201,25701,0.21,60800,44000,1818
29203,25102,0.225,33100,34600,293
29205,26101,0.152,46600,52100,340
29207,25701,0.174,53300,42000,1231
29209,29800,0.199,48400,37800,856
29211,26105,0.181,49600,43400,260
29213,29800,0.191,53700,37300,1310
29215,25102,0.22,42500,38000,916
29217,29902,0.21,55800,47500,811
29219,24701,0.144,72900,47300,971
29221,24600,0.235,46400,36300,813
29223,25702,0.259,42200,36600,521
29225,29700,0.187,56100,39200,1498
29227,29506,,,,
29229,29700,0.202,43300,38600,954
29510,24701,0.271,47400,28300,11675
30001,34401,0.131,67200,50500,418
30003,34304,0.241,44700,30800,603
30005,34201,0.201,45000,36600,345
30007,34403,,,,
30009,34308,0.078,56900,49900,400
30011,26401,,,,
30013,34203,0.137,69300,46900,3292
30015,34203,0.064,53800,48300,252
30017,34305,0.11,60600,51400,561
30019,26405,,,,
30021,26409,0.096,63000,65000,432
30023,34404,0.147,59500,48200,369
30025,26402,,,,
30027,34204,0.092,55500,49800,583
30029,34503,0.118,68700,44500,3426
30031,34402,0.075,81200,48700,2246
30033,34306,,,,
30035,34202,0.267,41800,30500,678
30037,34308,,,,
30039,34404,,,,
30041,34201,0.156,61100,45300,841
30043,34403,0.077,71300,48400,488
30045,34203,,,,
30047,34503,0.174,55100,40000,1044
30049,34403,0.1,75700,47400,2409
30051,34201,,,,
30053,34502,0.148,51400,44500,897
30055,26406,,,,
30057,34402,,,,
30059,34309,,,,
30061,34504,,,,
30063,34504,0.107,77400,47000,3410
30065,34308,,,,
30067,34402,0.112,57200,40600,612
30069,34204,,,,
30071,26408,0.112,48900,52900,276
30073,34202,0.126,54900,49600,328
30075,34307,,,,
30077,34404,0.133,55500,45200,271
30079,34305,,,,
30081,34504,0.114,56600,45600,1525
30083,26411,0.09,56900,65800,514
30085,26406,0.204,41200,39600,542
30087,34307,0.159,61100,43100,539
30089,34503,0.149,47700,45000,432
30091,26407,,,,
30093,34404,0.115,72200,53600,1334
30095,34308,0.094,67400,73500,352
30097,34402,,,,
30099,34203,0.073,51800,53000,314
30101,34202,,,,
30103,34307,,,,
30105,26408,0.131,60300,53600,382
30107,34309,,,,
30109,26409,,,,
30111,34308,0.13,81300,51000,5223
31001,27901,0.121,83700,54800,1161
31003,27801,0.078,57900,56300,348
31005,28304,,,,
31007,27701,,,,
31009,28305,,,,
31011,27802,0.066,60900,68900,322
31013,27701,0.125,75000,57500,718
31015,27001,,,,
31017,27003,,,,
31019,28608,0.109,87500,55600,1701
31021,28002,0.126,58800,54100,354
31023,27802,0.095,62800,65300,446
31025,28202,0.122,79500,53900,1122
31027,27005,0.075,55100,68600,514
31029,28607,,,,
31031,28304,0.137,51900,47500,263
31033,27702,0.135,71300,55000,444
31035,27901,0.077,63400,60100,370
31037,27802,0.089,60900,58200,471
31039,28002,0.107,64100,63900,445
31041,28305,0.121,50000,53500,531
31043,28001,0.183,67700,52000,907
31045,27701,0.115,59100,58100,342
31047,28609,0.175,56400,49200,1019
31049,28302,,,,
31051,28001,0.092,64300,55400,300
31053,28202,0.091,78700,58900,1582
31055,28202,0.132,118600,52000,17445
31057,28606,,,,
31059,27902,0.066,62800,61200,300
31061,28608,,,,
31063,28609,,,,
31065,28609,0.102,52600,59000,290
31067,28101,0.113,64300,59900,922
31069,28303,,,,
31071,27002,,,,
31073,28609,,,,
31075,28304,,,,
31077,27002,,,,
31079,27903,0.152,76900,55800,2242
31081,27903,0.099,64500,58700,484
31083,28609,,,,
31085,28607,,,,
31087,28607,,,,
31089,27001,0.097,52500,56300,650
31091,28304,,,,
31093,27903,0.154,51500,54800,279
31095,28101,0.102,60700,59900,355
31097,28102,,,,
31099,28608,0.084,60800,54400,285
31101,28302,0.117,69600,57100,433
31103,27003,,,,
31105,27702,,,,
31107,27005,0.111,51100,59900,466
31109,28101,0.122,102200,52400,8420
31111,28306,0.127,77500,51500,1548
31113,28306,,,,
31115,27002,,,,
31117,28306,,,,
31119,27801,0.123,79300,56500,1826
31121,27903,0.108,63500,55600,379
31123,27701,0.175,59300,57100,259
31125,27802,,,,
31127,28102,0.119,71300,60700,352
31129,29102,,,,
31131,28102,0.135,68400,53400,597
31133,28102,,,,
31135,28302,,,,
31137,28609,0.115,71300,53700,440
31139,27801,0.067,65300,59600,400
31141,27802,0.108,74000,58800,1606
31143,27902,,,,
31145,28607,0.121,61000,49200,526
31147,28102,0.121,59500,51700,390
31149,27003,,,,
31151,28101,0.097,63100,56400,634
31153,28202,0.104,89600,53100,5433
31155,28202,0.089,71400,56500,874
31157,27701,0.166,62300,48500,1641
31159,28101,0.099,73800,64200,741
31161,27704,0.119,49500,52000,372
31163,28608,,,,
31165,27701,,,,
31167,27801,,,,
31169,29102,0.078,80700,62200,317
31171,28305,,,,
31173,28002,0.24,46500,34600,340
31175,27002,,,,
31177,28202,0.072,85400,59600,859
31179,28001,0.069,67500,60500,337
31181,27901,,,,
31183,27001,,,,
31185,27902,0.095,71900,58100,653
32001,37604,0.177,71000,47400,1014
32003,37901,0.177,92200,41200,36065
32005,37400,0.108,97000,49500,1474
32007,37601,0.177,84400,52900,2149
32009,37901,,,,
32011,37601,,,,
32013,37602,0.209,75700,53100,807
32015,37601,0.215,69800,52400,354
32017,37901,,,,
32019,37604,0.195,64000,39500,1225
32021,37902,,,,
32023,37901,0.196,63500,41300,1031
32027,37602,,,,
32029,37604,,,,
32031,37604,0.138,102500,45300,10102
32033,37601,0.137,89700,52300,422
32510,37604,0.148,81700,46400,1793
33001,20600,0.101,82400,47700,2476
33003,20600,0.07,72600,46200,1488
33005,20700,0.093,109100,48600,2887
33007,20301,0.116,68100,47400,1263
33009,20302,0.085,88600,46900,3035
33011,20600,0.079,114900,56600,13561
33013,20600,0.083,91600,51600,4818
33015,20600,0.062,109600,55700,10343
33017,20600,0.097,82800,48900,3860
33019,20302,0.117,69500,43300,1483
34001,19700,0.155,74700,46500,8083
34003,19600,0.032,179300,77300,24690
34005,19700,0.087,108500,58400,15043
34007,19700,0.133,91200,52800,19902
34009,19700,0.107,104200,51300,3477
34011,19700,0.203,66400,42900,5448
34013,19600,0.147,105200,50300,23872
34015,19700,0.088,89900,54700,9547
34017,19600,0.143,54300,46200,15365
34019,19600,0.033,193000,72400,3920
34021,19600,0.121,132300,59500,10670
34023,19600,0.068,109100,66300,21076
34025,19500,0.057,149600,70700,20965
34027,19600,0.031,198400,80500,13837
34029,19500,0.068,89100,56200,15329
34031,19600,0.133,81400,53200,14945
34033,19700,0.139,82100,53500,2475
34035,19600,0.042,221600,76600,7180
34037,19600,0.041,118700,63700,5594
34039,19600,0.103,123600,60300,15733
34041,19600,0.058,106500,58900,3769
35001,34901,0.173,78700,42800,19345
35003,34902,,,,
35005,30701,0.251,53000,40300,2756
35006,34901,0.233,46300,32500,1096
35007,34801,0.196,50900,41200,607
35009,30901,0.244,58800,42700,2064
35011,30702,,,,
35013,30601,0.232,53700,37300,6529
35015,30701,0.238,62400,52800,2581
35017,30604,0.248,55600,39400,1342
35019,30702,,,,
35021,34803,,,,
35023,30604,0.242,56400,37400,298
35025,30801,0.268,57600,50800,2791
35027,30602,0.168,55100,44300,689
35028,34802,0.048,128400,59200,818
35029,30604,0.325,37500,34900,922
35031,35500,0.213,39200,24300,4694
35033,34801,,,,
35035,30602,0.198,53200,38800,2223
35037,34803,0.252,45600,37700,455
35039,34802,0.212,51300,35100,1795
35041,30901,0.239,44800,36900,718
35043,34901,0.169,70500,38600,3506
35045,35300,0.2,61600,40800,6156
35047,34801,0.234,41900,34900,1146
35049,34802,0.165,79800,40700,4205
35051,30603,0.158,39900,36400,350
35053,34902,0.252,45400,34900,633
35055,34802,0.172,47000,33300,1159
35057,34901,0.204,48500,38200,540
35059,34804,,,,
35061,34901,0.213,55400,37700,2775
36001,18600,0.097,96100,56600,8346
36003,18201,0.137,57600,44500,1898
36005,19400,0.195,42700,34100,36004
36007,17900,0.098,79200,49800,7135
36009,18201,0.126,62800,46300,3559
36011,17700,0.104,67200,47300,3144
36013,16500,0.129,63100,45900,5592
36015,18100,0.145,71900,46900,3501
36017,17800,0.119,57700,44000,2248
36019,18400,0.106,70200,47600,2844
36021,18600,0.089,78300,48500,2102
36023,17700,0.101,64100,46400,1803
36025,17800,0.096,60100,48600,1620
36027,19300,0.076,101000,57200,9262
36029,18000,0.107,87500,52400,32714
36031,18400,0.104,58800,46400,1355
36033,18400,0.106,59000,43100,2005
36035,18500,0.137,60500,45200,1979
36037,18000,0.085,74700,49600,2706
36039,18600,0.081,65400,47900,1497
36041,18500,,,,
36043,17700,0.124,62500,47600,2547
36045,18300,0.128,63200,45500,4405
36047,19400,0.133,58600,42600,64882
36049,18300,0.087,57000,48400,1197
36051,18000,0.094,72300,48800,2584
36053,17700,0.094,73800,49000,2763
36055,18000,0.116,97100,51800,25907
36057,18500,0.119,61100,44700,2225
36059,19400,0.043,151500,81500,41978
36061,19400,0.136,244000,48700,26783
36063,18000,0.113,77100,47900,8555
36065,17700,0.108,72300,49400,8546
36067,17700,0.116,93300,52600,16605
36069,18000,0.081,81200,51300,3752
36071,19300,0.082,91800,53700,12312
36073,18000,0.122,71400,45700,1876
36075,17700,0.115,67900,47100,5240
36077,17800,0.087,66400,47200,2202
36079,19400,0.028,123700,70700,3225
36081,19400,0.1,59300,51400,51124
36083,18600,0.101,77700,51300,5444
36085,19400,0.066,97800,66200,13046
36087,19600,0.048,134000,69500,9840
36089,18300,0.115,63200,48700,4187
36091,18600,0.064,102300,59200,7084
36093,18600,0.095,91600,55700,5565
36095,18600,0.076,60400,45900,1104
36097,18100,0.141,57200,42600,738
36099,18000,0.097,67200,46900,1150
36101,18100,0.122,73000,47900,4113
36103,19400,0.061,106000,63700,45542
36105,19300,0.126,62400,46900,2691
36107,17900,0.123,71600,45700,2266
36109,18100,0.081,84800,50800,2701
36111,19300,0.091,77100,48700,5738
36113,18600,0.093,78000,48600,2342
36115,18600,0.1,61400,44400,2347
36117,18000,0.112,76400,46500,4230
36119,19400,0.066,208600,72100,24709
36121,18000,0.083,70100,49600,1837
36123,18000,0.104,59000,46000,996
37001,500,0.177,75000,39500,4106
37003,1100,0.175,60200,37500,1096
37005,602,0.171,56400,41600,320
37007,900,0.219,45100,28800,954
37009,601,0.188,58900,34300,871
37011,1001,0.143,53600,37500,564
37013,2100,0.19,60000,39000,1741
37015,2600,0.246,37800,31300,991
37017,1500,0.205,45800,32800,1149
37019,1500,0.211,53700,32700,2095
37021,1203,0.152,76200,41000,6476
37023,1002,0.199,60300,36100,2711
37025,900,0.17,80800,41400,4654
37027,1100,0.217,57600,33800,2540
37029,2000,0.169,62300,39400,274
37031,1900,0.148,60600,40400,1960
37033,500,0.187,54500,37200,580
37035,1100,0.169,80600,41400,4953
37037,1701,0.167,62900,39000,1187
37039,1204,0.183,173500,36200,805
37041,2000,0.233,51800,40000,546
37043,1204,0.133,57700,38300,284
37045,800,0.221,59500,35900,3645
37047,1500,0.236,51400,33100,2282
37049,1900,0.188,64900,37900,3391
37051,1400,0.187,60600,34800,11455
37053,2000,0.173,65600,39700,641
37055,2100,0.122,64500,39200,923
37057,500,0.192,64800,37800,4409
37059,401,0.147,82800,45500,1087
37061,1800,0.219,46900,36100,1546
37063,1701,0.163,83000,38400,6365
37065,1600,0.233,45700,28600,2503
37067,401,0.161,95800,43300,9994
37069,1701,0.211,54400,33400,1331
37071,800,0.196,69300,37800,6720
37073,2000,0.168,51800,35400,397
37075,1202,0.223,48000,41200,264
37077,1701,0.201,57500,38600,1342
37079,1900,0.236,48700,33400,611
37081,500,0.151,108100,42800,13813
37083,2600,0.232,45300,30200,2430
37085,1701,0.203,60200,38100,2324
37087,1203,0.164,62600,38600,1571
37089,1203,0.134,80300,42100,2687
37091,2600,0.236,45200,30600,930
37093,1400,0.271,40200,26400,945
37095,2100,,,,
37097,1100,0.167,75200,39700,3947
37099,1202,0.144,61000,40800,850
37101,1701,0.188,62100,38800,3386
37103,1900,0.242,44600,34900,397
37105,1701,0.205,64400,38400,2156
37107,1900,0.224,61900,36800,2465
37109,800,0.185,68100,41800,2152
37111,1002,0.183,56400,36600,1393
37113,1201,0.155,72000,46300,859
37115,1203,0.201,49700,36600,605
37117,2100,0.214,48600,33500,1058
37119,900,0.142,112600,45700,21711
37121,1002,0.18,52300,37900,506
37123,1400,0.257,46700,31200,904
37125,1400,0.175,70600,38500,2515
37127,1600,0.172,70600,38100,3175
37129,1500,0.137,87600,40500,4839
37131,2600,0.232,40300,31100,828
37133,1900,0.169,57500,37900,4745
37135,1701,0.08,135400,53100,2953
37137,1900,0.207,49300,35900,333
37139,2000,0.206,58600,35400,1397
37141,1500,0.198,52700,32700,1285
37143,2000,0.191,45800,37200,426
37145,1701,0.193,64600,39300,1182
37147,1900,0.193,76600,37900,4297
37149,700,0.149,66400,37900,508
37151,500,0.202,64800,39900,3741
37153,1400,0.246,48500,31100,1801
37155,1400,0.269,44900,28700,5145
37157,500,0.184,63300,36800,3122
37159,900,0.184,69000,38800,4078
37161,800,0.197,57600,34900,2167
37163,1800,0.211,55700,35200,1917
37165,1400,0.235,51000,30100,1471
37167,900,0.16,73600,42700,2088
37169,401,0.139,68000,40000,1442
37171,401,0.167,64200,41700,2435
37173,1202,0.257,40900,33300,586
37175,1203,0.156,66600,39300,855
37177,2100,,,,
37179,900,0.159,71900,41100,3515
37181,1702,0.257,50100,29400,1724
37183,1701,0.1,128700,53400,18893
37185,1702,0.227,37100,29500,566
37187,2100,0.202,54700,34000,576
37189,1001,0.1,84800,43600,994
37191,1800,0.194,61100,37500,4192
37193,601,0.184,64000,40100,2087
37195,1600,0.23,62200,37300,2803
37197,401,0.163,64500,42700,1145
37199,1002,0.149,50000,36300,580
38001,26404,,,,
38003,26803,0.084,63100,66100,485
38005,26301,0.248,36300,39900,339
38007,26410,,,,
38009,26304,0.07,58100,63900,335
38011,26403,,,,
38013,26412,,,,
38015,26201,0.074,103900,65100,2833
38017,26801,0.063,102500,62000,4254
38019,26702,,,,
38021,26802,,,,
38023,26412,,,,
38025,26410,,,,
38027,26302,,,,
38029,26203,,,,
38031,26302,,,,
38033,26409,,,,
38035,26704,0.102,85800,57500,2596
38037,26202,,,,
38039,26804,,,,
38041,26404,,,,
38043,26204,,,,
38045,26803,,,,
38047,26203,,,,
38049,26304,0.081,56800,60500,301
38051,26203,,,,
38053,26411,,,,
38055,26201,0.097,65400,60300,503
38057,26201,0.081,80400,69400,565
38059,26201,0.084,70900,61900,1254
38061,26411,0.152,54800,62100,369
38063,26301,,,,
38065,26201,,,,
38067,26702,0.088,85500,60200,402
38069,26305,,,,
38071,26301,0.133,63400,56900,544
38073,26802,0.054,72200,67600,267
38075,26304,,,,
38077,26801,0.101,76000,64000,788
38079,26303,0.261,42300,32300,759
38081,26802,,,,
38083,26305,,,,
38085,26603,,,,
38087,26403,,,,
38089,26410,0.077,66700,74700,1177
38091,26704,,,,
38093,26803,0.101,75100,58400,939
38095,26303,,,,
38097,26704,0.088,75000,69300,373
38099,26702,0.116,63500,60200,584
38101,26304,0.095,72700,61900,2476
38103,26305,,,,
38105,26412,0.108,69800,84900,1091
39001,12701,0.202,46700,38500,1199
39003,13400,0.193,75300,44700,4401
39005,16000,0.141,67200,48800,2040
39007,15200,0.15,60000,40800,4285
39009,15800,0.137,60600,39100,2096
39011,13400,0.123,79800,52600,2653
39013,15600,0.123,58200,48200,2585
39015,12701,0.179,54800,40200,1612
39017,12701,0.154,88400,48200,12692
39019,15000,0.138,59800,44200,856
39021,12501,0.194,74200,43100,1585
39023,12501,0.195,70000,40200,5709
39025,12701,0.131,84500,48300,7601
39027,12502,0.169,66600,41200,1946
39029,16400,0.129,60900,44500,4649
39031,15000,0.17,59400,39000,1502
39033,16000,0.177,59400,43300,2073
39035,15200,0.156,88800,45000,49469
39037,12501,0.138,67300,50000,2094
39039,13502,0.16,80300,47200,1906
39041,15900,0.093,126800,53900,3847
39043,15100,0.151,78300,46100,3523
39045,15900,0.118,85800,49800,5570
39047,12502,0.198,60100,41900,1023
39049,15900,0.165,94100,44600,34756
39051,13501,0.121,71800,48400,2197
39053,15800,0.202,57200,40900,1272
39055,15200,0.046,113300,57200,3522
39057,12501,0.149,77200,44400,4977
39059,15400,0.171,53600,42000,1770
39061,12701,0.169,103400,47400,33444
39063,13300,0.137,84000,54000,2488
39065,13300,0.178,64600,45400,1210
39067,15000,0.149,48800,44900,654
39069,13501,0.123,75200,53400,1395
39071,12502,0.2,52700,37800,1684
39073,15900,0.19,52600,37700,1128
39075,15000,0.093,66700,44400,1188
39077,15100,0.144,70700,45800,3118
39079,15700,0.19,59600,37600,1210
39081,15500,0.117,62100,45300,2965
39083,15900,0.148,65700,46500,2082
39085,15200,0.079,89900,51500,8788
39087,17100,0.181,52500,38600,2371
39089,15900,0.158,76800,43100,5504
39091,12501,0.171,72900,46900,2102
39093,15100,0.158,77300,43900,11139
39095,13501,0.169,86600,42400,16725
39097,15900,0.145,77000,44500,1738
39099,16400,0.144,74300,46500,9498
39101,16000,0.189,66400,43400,2552
39103,15200,0.07,98900,52700,6317
39105,15800,0.199,49100,39800,849
39107,13400,0.11,71300,57700,2065
39109,12501,0.143,82300,49900,4361
39111,15600,0.16,52200,52100,551
39113,12501,0.161,83400,43500,21664
39115,15400,0.198,48900,39700,543
39117,16000,0.173,59800,42000,1010
39119,15400,0.176,62900,43300,3714
39121,15400,0.153,50500,49000,454
39123,13501,0.122,73600,49700,1840
39125,13502,0.141,78300,48600,870
39127,15400,0.2,54000,40100,1659
39129,15900,0.177,68300,43300,1882
39131,15700,0.206,52100,37200,1048
39133,15200,0.117,76600,46100,5449
39135,12501,0.173,64900,43500,1804
39137,13400,0.114,80800,58500,1880
39139,16000,0.186,70600,42200,5141
39141,15700,0.18,65400,40800,2802
39143,13300,0.169,67700,47200,2435
39145,15700,0.192,53800,39400,3163
39147,13300,0.151,66200,47900,2927
39149,12501,0.162,79900,50400,2130
39151,15000,0.136,76200,46100,14909
39153,15200,0.13,90000,46600,20675
39155,16400,0.139,70600,43800,8468
39157,15000,0.133,66800,47500,4065
39159,15900,0.149,77000,46300,1248
39161,13400,0.128,67200,48800,1110
39163,15700,0.238,46200,34400,441
39165,12701,0.103,94400,51400,5366
39167,15300,0.141,63200,46000,2664
39169,15000,0.105,76900,47100,4776
39171,13502,0.178,72700,48700,1719
39173,13501,0.103,99600,52600,4799
39175,13300,0.141,65200,49500,1094
40001,30200,0.302,39400,32900,1016
40003,30502,,,,
40005,33901,0.227,40800,41200,454
40007,31004,0.153,63700,58200,271
40009,33801,0.229,52500,59700,864
40011,30502,0.235,43900,51000,509
40013,33902,0.201,49000,39300,1331
40015,33802,0.222,45500,43800,1442
40017,33803,0.133,77400,53400,3975
40019,33700,0.201,59800,47300,1910
40021,30200,0.233,46600,37100,1353
40023,34002,0.253,40800,36600,655
40025,31006,,,,
40027,33803,0.14,83500,51300,7630
40029,33901,,,,
40031,33601,0.207,57700,43200,4581
40033,33601,0.218,52300,43600,292
40035,30402,0.199,48000,40700,595
40037,30402,0.209,57700,42400,2962
40039,33801,0.19,55300,55300,1093
40041,30300,0.249,43400,37800,1102
40043,30502,0.135,47600,63900,295
40045,30501,,,,
40047,30502,0.177,64400,51700,2481
40049,33700,0.191,49300,47500,1177
40051,33802,0.174,58300,49200,1816
40053,30502,,,,
40055,33602,,,,
40057,33602,,,,
40059,30501,,,,
40061,30100,0.276,42200,42000,512
40063,33901,0.254,41600,42800,534
40065,33602,0.192,57700,44700,1206
40067,33601,0.194,43400,50300,313
40069,33700,0.251,47800,43400,432
40071,30402,0.193,66000,48700,2233
40073,33803,0.124,63700,61800,734
40075,33602,0.23,39600,42700,451
40077,30100,0.265,44100,43900,401
40079,30100,0.252,44800,44500,1995
40081,33803,0.2,55000,44000,1348
40083,33803,0.2,52300,42800,1078
40085,33700,0.237,47800,47600,353
40087,33803,0.178,60400,51500,1445
40089,34002,0.257,43500,37500,1559
40091,30200,0.207,42400,36800,686
40093,30502,0.135,55400,59600,381
40095,33700,0.2,43700,42800,462
40097,30402,0.239,56900,41800,1711
40099,33700,0.21,50600,45100,506
40101,30200,0.239,64100,41000,3122
40103,30401,0.168,59400,49400,476
40105,29403,0.216,51200,45200,418
40107,30403,0.3,41100,37300,500
40109,33803,0.181,77100,46200,25366
40111,30403,0.224,51000,39800,1561
40113,30402,0.237,50800,38300,1904
40115,29901,0.218,46600,38800,1310
40117,30402,0.209,53100,46100,698
40119,30401,0.142,69400,57800,2306
40121,30100,0.236,50200,41300,1640
40123,33901,0.19,56100,50400,1391
40125,33803,0.213,55200,41100,2761
40127,34002,0.232,38200,39600,452
40129,33801,,,,
40131,30402,0.169,71100,50200,2736
40133,33803,0.277,41600,37200,1068
40135,30100,0.249,44800,39500,1528
40137,33601,0.182,59000,51400,1789
40139,31006,0.219,62800,50500,786
40141,33603,0.286,38600,41400,430
40143,30402,0.161,93400,48300,21286
40145,30402,0.18,66300,48400,2307
40147,29403,0.152,83400,49100,2008
40149,33801,0.169,47900,55800,504
40151,30502,0.112,54000,57600,320
40153,30501,0.18,63900,59700,884
41001,39201,0.144,53000,43900,742
41003,38901,0.064,103500,49100,2433
41005,38801,0.081,118300,51600,12916
41007,38700,0.125,68900,42000,1413
41009,38801,0.122,74300,43800,2004
41011,36902,0.13,62900,41200,2447
41013,39203,0.164,61900,41500,664
41015,36901,0.14,59600,41300,728
41017,39203,0.122,79700,44600,4248
41019,36902,0.157,61000,42400,4187
41021,39204,,,,
41023,39205,0.105,56800,45900,353
41025,36502,0.179,48000,40600,329
41027,38802,0.122,67700,45500,828
41029,36800,0.128,70000,41000,6630
41031,39203,0.215,55200,36500,615
41033,36800,0.138,54100,38400,2781
41035,36501,0.165,62900,41400,2519
41037,36503,0.111,57900,47700,343
41039,38901,0.11,80300,43600,11462
41041,38902,0.128,61800,40000,1669
41043,38901,0.156,70500,42600,4464
41045,35802,0.179,59600,43200,1205
41047,38901,0.147,78100,43600,10313
41049,39100,0.186,58000,46600,427
41051,38801,0.118,91000,42600,20015
41053,38901,0.135,77100,44900,2366
41055,38802,,,,
41057,38902,0.143,60100,39100,931
41059,39100,0.188,64700,43100,2790
41061,39201,0.122,66800,43600,1124
41063,39202,0.142,76600,45900,342
41065,38802,0.158,65400,42400,907
41067,38801,0.083,121000,51200,15370
41069,39204,,,,
41071,38901,0.129,78300,43500,3492
42001,19200,0.119,72900,53200,3313
42003,16300,0.095,102600,55900,41289
42005,16300,0.104,65800,52600,2661
42007,16300,0.097,74600,53200,6705
42009,16200,0.123,57700,48800,1821
42011,19100,0.12,89100,54900,12686
42013,16200,0.118,69900,48800,5019
42015,18900,0.129,66700,51500,2595
42017,19700,0.057,123500,63400,22182
42019,16300,0.078,86500,56200,6575
42021,16200,0.091,64900,54100,5647
42023,18202,0.124,66500,45500,253
42025,19000,0.099,65700,51500,1999
42027,16100,0.073,89700,55100,3504
42029,19700,0.065,158700,66400,14644
42031,16500,0.08,67400,56100,1470
42033,16100,0.111,60000,50200,2970
42035,18900,0.148,62600,51200,1224
42037,18800,0.091,72300,51000,2273
42039,16500,0.111,66000,48100,3458
42041,19200,0.083,101100,56800,7681
42043,19200,0.143,81500,48100,8803
42045,19700,0.091,129700,61500,20244
42047,18202,0.076,79100,55100,1450
42049,16500,0.137,78600,49900,11095
42051,16300,0.131,59900,49100,5418
42053,16500,,,,
42055,17400,0.132,75200,51200,4393
42057,17400,0.121,57300,50500,533
42059,16300,0.12,60700,56300,1392
42061,16100,0.129,60600,47700,1469
42063,16300,0.087,69600,55800,3206
42065,16100,0.098,62600,49700,1898
42067,19200,0.105,67800,51600,833
42069,18800,0.081,83800,52600,6867
42071,19100,0.106,89400,52400,17242
42073,16400,0.101,69100,50000,3786
42075,19100,0.122,80400,52200,4493
42077,19000,0.111,95000,57100,9882
42079,18800,0.091,78600,52700,10591
42081,18900,0.135,69100,49600,4485
42083,18201,0.124,64900,47700,1734
42085,16400,0.113,66400,49700,4383
42087,19200,0.147,59800,43400,1541
42089,18800,0.081,75700,49000,4947
42091,19700,0.061,139900,65100,25376
42093,18700,0.098,99800,56800,719
42095,19000,0.101,94700,55600,9965
42097,18700,0.112,61200,51000,3386
42099,19200,0.128,69700,49500,1864
42101,19700,0.215,52100,37200,46742
42103,18800,0.075,72400,50800,1426
42105,18201,0.132,72200,51500,770
42107,19100,0.097,67200,54400,5188
42109,18700,0.097,68000,51800,1322
42111,16200,0.099,60600,51100,2991
42113,18900,,,,
42115,17900,0.114,59700,54500,1690
42117,18100,0.123,58700,49700,1705
42119,18700,0.08,78800,53600,1383
42121,16500,0.12,64500,48300,2153
42123,16500,0.104,73300,46100,1777
42125,16300,0.077,84000,56200,7158
42127,18800,0.081,66700,49500,2090
42129,16300,0.07,85500,56700,13426
42131,18800,0.097,68900,52900,1326
42133,19200,0.125,87500,53600,13433
44001,20401,0.051,121600,63800,1640
44003,20401,0.081,116700,55800,5692
44005,20401,0.078,98000,52000,2721
44007,20401,0.13,78800,48500,18071
44009,20401,0.075,99400,54600,4144
45001,8300,0.191,52200,35200,836
45003,8401,0.186,73200,41200,5727
45005,8201,0.278,35800,23300,468
45007,8300,0.223,65300,37300,5395
45009,8201,0.219,44900,35800,669
45011,8201,0.245,49100,32300,1047
45013,8800,0.202,80700,38300,3420
45015,8202,0.194,55700,38000,4787
45017,8100,0.249,53700,31600,473
45019,8202,0.186,82600,38300,10144
45021,700,0.274,63200,32900,1728
45023,900,0.26,49000,33200,1519
45025,1301,0.237,52800,34700,1723
45027,8000,0.237,40600,31100,1347
45029,8202,0.245,42800,30200,1537
45031,1302,0.226,55500,34500,2561
45033,1302,0.265,42300,28100,1380
45035,8202,0.171,66000,42900,4803
45037,8401,0.224,50600,31600,696
45039,8100,0.265,48300,29000,915
45041,1302,0.201,63000,36000,5667
45043,1302,0.209,57500,33900,2451
45045,8300,0.154,88500,42200,13753
45047,8300,0.229,61700,34800,2549
45049,8201,0.257,43200,31300,1067
45051,1302,0.194,58900,35100,5892
45053,8800,0.281,44500,28500,743
45055,8000,0.189,60500,37200,2293
45057,900,0.217,54800,34500,2265
45059,8300,0.242,52600,33700,2014
45061,8000,0.228,36100,26500,759
45063,8100,0.142,81200,45000,8034
45065,8300,0.209,46500,28600,379
45067,1302,0.212,37700,28800,1559
45069,1301,0.264,37800,25900,1317
45071,8100,0.215,55400,37000,1430
45073,8300,0.188,62800,41900,2233
45075,8100,0.236,47900,30800,4136
45077,8300,0.177,71400,41900,3915
45079,8100,0.171,75200,37200,11034
45081,8100,0.252,47900,37800,602
45083,700,0.202,73700,41000,8890
45085,8000,0.218,52900,33300,4588
45087,700,0.245,49200,31500,1154
45089,1302,0.224,37800,29700,1677
45091,900,0.182,78100,43700,6275
46003,27006,,,,
